"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",-0.00710497648907826,0.00117820294925267,857,-6.03035028352704,2.43030428398739e-09
"stimulusPain",0.00305570851954184,0.000873088358327414,857,3.49988462266946,0.000489461373281782
"conditionSleepDeprived",-0.000624295025163906,0.0016399669053269,857,-0.380675380177543,0.703538477832549
"stimulusPain:conditionSleepDeprived",0.000638600014665259,0.00174882197523476,857,0.365160104177861,0.715081995863417
