"","lower","est.","upper"
"(Intercept)",-0.0145734612589455,-0.0122244221672243,-0.00987538307550322
"stimulusPain",0.00265252995513551,0.00448156124861247,0.00631059254208944
"conditionSleepDeprived",-0.00732957105030705,-0.00349318586597826,0.000343199318350527
"stimulusPain:conditionSleepDeprived",-0.00245124602666463,0.00120445118082298,0.00486014838831058
