"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",-0.0122244221672243,0.00119758798392699,1571,-10.2075357562786,9.91107419989045e-24
"stimulusPain",0.00448156124861247,0.00093247741470728,1571,4.80608020948079,1.68625825125943e-06
"conditionSleepDeprived",-0.00349318586597826,0.00195586732237027,1571,-1.78600349114936,0.0742915083484958
"stimulusPain:conditionSleepDeprived",0.00120445118082298,0.00186374891077477,1571,0.646251849624034,0.518210657029952
