set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,42,0.000,0.000,1184,0.000,0.000,0.000, 10.74,  Inf,0.000,  0, 39, 51,
,,,,,,0.000,0.000,  9.63,  Inf,0.000,  0, 51, 18,
,,,,,,0.000,0.000,  8.35, 7.74,0.000,  0, 60, -3,
,,0.000,0.000,249,0.000,0.000,0.000,  7.02, 6.64,0.000, 12,-30,  0,
,,,,,,0.000,0.000,  6.90, 6.54,0.000, -9,-27,  6,
,,,,,,0.014,0.006,  5.22, 5.06,0.000,-12,-33, -3,
,,0.000,0.000,234,0.000,0.000,0.000,  7.01, 6.64,0.000, -3,-21, 36,
,,,,,,0.224,0.041,  4.55, 4.43,0.000, -9,-45, 27,
,,,,,,0.537,0.092,  4.23, 4.14,0.000, -9,-36, 30,
,,0.000,0.000,174,0.000,0.000,0.000,  6.98, 6.61,0.000,  6,-96, 24,
,,,,,,0.000,0.000,  6.77, 6.43,0.000,  6,-99, 15,
,,,,,,0.021,0.007,  5.15, 4.99,0.000, -6,-96, 15,
,,0.000,0.000,127,0.000,0.000,0.000,  6.67, 6.34,0.000,-39, 18,-18,
,,,,,,0.001,0.001,  5.87, 5.64,0.000,-33, 18,-24,
,,0.000,0.000,277,0.000,0.000,0.000,  6.49, 6.18,0.000,-27,-75,-42,
,,,,,,0.002,0.001,  5.64, 5.44,0.000,-18,-78,-39,
,,,,,,0.002,0.001,  5.60, 5.40,0.000,-36,-69,-48,
,,0.024,0.006,51,0.001,0.002,0.001,  5.62, 5.42,0.000, 42, 18,-18,
,,0.237,0.041,26,0.014,0.002,0.001,  5.60, 5.40,0.000, 51,-21, 30,
,,0.022,0.006,52,0.001,0.008,0.004,  5.34, 5.17,0.000,  0,-72, 18,
,,,,,,0.533,0.092,  4.24, 4.14,0.000,  0,-78, 27,
,,,,,,0.966,0.289,  3.77, 3.71,0.000, -9,-66, 12,
,,0.000,0.000,344,0.000,0.014,0.006,  5.23, 5.06,0.000,  6,  9, 12,
,,,,,,0.017,0.006,  5.19, 5.03,0.000,-24,  0,  9,
,,,,,,0.026,0.008,  5.10, 4.94,0.000,-18, 12,  9,
,,0.000,0.000,106,0.000,0.023,0.008,  5.12, 4.97,0.000, 45,-69, 45,
,,,,,,0.379,0.063,  4.37, 4.27,0.000, 45,-63, 30,
,,,,,,0.905,0.226,  3.89, 3.82,0.000, 45,-75, 33,
,,0.084,0.016,37,0.005,0.034,0.010,  5.04, 4.89,0.000, 21,-78,-39,
,,0.037,0.008,46,0.002,0.053,0.013,  4.94, 4.80,0.000,  6,-54,  0,
,,,,,,0.070,0.016,  4.87, 4.74,0.000, -3,-54,  0,
,,0.009,0.003,63,0.000,0.064,0.015,  4.89, 4.76,0.000,  3,-57,-63,
,,,,,,0.676,0.127,  4.12, 4.04,0.000, -6,-63,-51,
,,0.004,0.002,73,0.000,0.074,0.017,  4.86, 4.72,0.000,-54,-15, 36,
,,,,,,0.318,0.056,  4.43, 4.33,0.000,-57,-27, 39,
,,0.024,0.006,51,0.001,0.077,0.017,  4.85, 4.71,0.000, 15,-60, 54,
,,,,,,1.000,0.758,  3.30, 3.26,0.001, 24,-57, 60,
,,0.011,0.003,60,0.001,0.095,0.019,  4.79, 4.66,0.000,-39,-78, -6,
,,,,,,0.515,0.089,  4.25, 4.16,0.000,-51,-78, -9,
,,0.315,0.055,23,0.020,0.098,0.020,  4.78, 4.65,0.000, 63,-60,  0,
,,0.346,0.060,22,0.022,0.166,0.033,  4.64, 4.52,0.000,  0, -3, 72,
,,0.147,0.027,31,0.008,0.195,0.038,  4.59, 4.47,0.000,-54,  0, 18,
,,0.001,0.001,89,0.000,0.203,0.039,  4.58, 4.46,0.000,-66,-30,-12,
,,,,,,0.237,0.042,  4.53, 4.42,0.000,-51,-27,-12,
,,,,,,1.000,0.605,  3.42, 3.37,0.000,-66,-45,-18,
,,0.007,0.002,66,0.000,0.209,0.040,  4.57, 4.45,0.000,-48,-75, 30,
,,,,,,0.511,0.089,  4.25, 4.16,0.000,-48,-84, 18,
,,0.041,0.009,45,0.002,0.222,0.041,  4.55, 4.44,0.000, 72,-39, -9,
,,,,,,0.981,0.324,  3.72, 3.66,0.000, 66,-48,-12,
,,0.823,0.184,11,0.091,0.251,0.044,  4.51, 4.40,0.000, 24,-30,-36,
