set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.000,0.000,71,0.000,0.000,0.000,  8.20, 7.61,0.000, 54, -78,  3,
,,,,,,0.000,0.007,  6.15, 5.88,0.000, 45, -84, -6,
,,0.000,0.000,37,0.000,0.000,0.000,  8.16, 7.58,0.000,-45, -42,-42,
,,0.000,0.000,94,0.000,0.000,0.000,  8.09, 7.52,0.000, 21, -72, 63,
,,,,,,0.000,0.000,  6.99, 6.61,0.000, 24, -81, 54,
,,,,,,0.000,0.001,  6.65, 6.32,0.000, 33, -87, 39,
,,0.000,0.000,46,0.000,0.000,0.000,  7.93, 7.39,0.000, -6, -21, 18,
,,0.000,0.000,66,0.000,0.000,0.000,  7.88, 7.35,0.000, 39,  54, 30,
,,,,,,0.000,0.000,  7.50, 7.03,0.000, 51,  45, 24,
,,,,,,0.000,0.001,  6.73, 6.39,0.000, 45,  48, 30,
,,0.000,0.000,77,0.000,0.000,0.000,  7.87, 7.34,0.000,-42, -51, 21,
,,,,,,0.000,0.000,  7.13, 6.72,0.000,-45, -39, 27,
,,,,,,0.000,0.001,  6.71, 6.37,0.000,-48,  -9, 18,
,,0.000,0.000,128,0.000,0.000,0.000,  7.80, 7.29,0.000,-18,-105, 12,
,,,,,,0.000,0.000,  7.08, 6.69,0.000, -6,-105, 12,
,,,,,,0.000,0.004,  6.27, 5.99,0.000,-42, -90,  3,
,,0.001,0.044,7,0.022,0.000,0.000,  7.78, 7.27,0.000,-15, -45, 36,
,,0.000,0.000,85,0.000,0.000,0.000,  7.72, 7.22,0.000, 57,  42, -3,
,,,,,,0.000,0.000,  7.36, 6.92,0.000, 45,  57,  6,
,,0.000,0.000,38,0.000,0.000,0.000,  7.59, 7.11,0.000, 30, -69, -6,
,,,,,,0.001,0.043,  5.72, 5.50,0.000, 33, -57, -6,
,,0.000,0.000,32,0.000,0.000,0.000,  7.31, 6.88,0.000,-33, -15, 39,
,,,,,,0.000,0.018,  5.93, 5.69,0.000,-39, -12, 33,
,,,,,,0.003,0.085,  5.55, 5.35,0.000,-21, -24, 54,
,,0.000,0.000,29,0.000,0.000,0.000,  7.25, 6.83,0.000, 18, -54, 24,
,,0.000,0.000,85,0.000,0.000,0.000,  7.10, 6.70,0.000, 15, -24, 42,
,,,,,,0.000,0.000,  6.84, 6.48,0.000, 15, -21, 51,
,,,,,,0.000,0.001,  6.77, 6.42,0.000,  9, -15, 33,
,,0.000,0.005,15,0.002,0.000,0.000,  7.07, 6.67,0.000, 15, -42, 36,
,,0.000,0.000,27,0.000,0.000,0.000,  7.04, 6.65,0.000, 36,  -9, 39,
,,,,,,0.001,0.023,  5.87, 5.63,0.000, 42,  -6, 30,
,,,,,,0.001,0.028,  5.82, 5.59,0.000, 33, -15, 45,
,,0.000,0.000,86,0.000,0.000,0.000,  6.91, 6.54,0.000,-21, -48,-48,
,,,,,,0.000,0.003,  6.40, 6.10,0.000,-33, -54,-48,
,,,,,,0.000,0.007,  6.16, 5.89,0.000,-15, -60,-51,
,,0.001,0.025,9,0.011,0.000,0.000,  6.79, 6.44,0.000, 69,   0,  9,
,,0.001,0.025,9,0.011,0.000,0.001,  6.75, 6.40,0.000, 33,  42, 48,
,,,,,,0.022,0.461,  5.12, 4.96,0.000, 33,  48, 42,
,,0.001,0.025,9,0.011,0.000,0.001,  6.63, 6.30,0.000, 21,  66,-18,
,,0.000,0.004,16,0.001,0.000,0.001,  6.63, 6.30,0.000, 27, -51, 72,
,,0.002,0.061,6,0.032,0.000,0.002,  6.48, 6.17,0.000,  6,  15,  9,
,,0.000,0.000,26,0.000,0.000,0.002,  6.46, 6.15,0.000,-24, -96, 24,
,,,,,,0.002,0.056,  5.65, 5.44,0.000, -9, -99, 27,
,,0.000,0.004,16,0.001,0.000,0.004,  6.32, 6.04,0.000,-33, -63, 63,
,,,,,,0.012,0.256,  5.27, 5.10,0.000,-42, -60, 57,
,,0.000,0.015,11,0.006,0.000,0.004,  6.32, 6.03,0.000,-27, -63,-30,
,,0.000,0.000,26,0.000,0.000,0.004,  6.26, 5.98,0.000, 15,-105, 12,
,,,,,,0.010,0.221,  5.31, 5.13,0.000, 15, -99, 24,
,,0.000,0.019,10,0.008,0.000,0.005,  6.25, 5.97,0.000,-27, -27,-36,
,,,,,,0.001,0.035,  5.76, 5.54,0.000,-36, -33,-36,
,,0.002,0.082,5,0.048,0.000,0.005,  6.24, 5.96,0.000, 33, -78,  6,
,,0.002,0.082,5,0.048,0.000,0.007,  6.15, 5.89,0.000,-54, -69,-42,
,,0.001,0.033,8,0.016,0.000,0.008,  6.12, 5.85,0.000,-15, -54, 18,
,,0.000,0.005,15,0.002,0.000,0.010,  6.07, 5.81,0.000, 72, -30, -9,
,,,,,,0.000,0.010,  6.07, 5.81,0.000, 72, -24, -3,
,,0.000,0.011,12,0.004,0.000,0.015,  5.97, 5.72,0.000, 45, -15, 24,
,,,,,,0.001,0.023,  5.87, 5.63,0.000, 48, -27, 27,
,,0.002,0.082,5,0.048,0.001,0.023,  5.87, 5.64,0.000, 45, -75, 48,
,,0.002,0.061,6,0.032,0.001,0.023,  5.87, 5.64,0.000,-45, -54, -6,
,,0.000,0.006,14,0.002,0.001,0.023,  5.87, 5.64,0.000, 57, -27,-33,
,,0.001,0.044,7,0.022,0.001,0.024,  5.86, 5.62,0.000, 69, -57,  3,
,,0.002,0.082,5,0.048,0.002,0.069,  5.60, 5.39,0.000, 21, -42,-60,
,,0.001,0.033,8,0.016,0.002,0.071,  5.59, 5.39,0.000,-21,  21, -6,
