set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,47,0.000,0.000,345,0.000,0.000,0.000,  8.47, 7.82,0.000, 57, -3, 45,
,,,,,,0.001,0.001,  5.73, 5.52,0.000, 45,-33, 66,
,,,,,,0.007,0.003,  5.38, 5.19,0.000, 42,-12, 63,
,,0.000,0.000,263,0.000,0.000,0.000,  8.02, 7.47,0.000, 54, 39, 21,
,,,,,,0.000,0.000,  6.74, 6.40,0.000, 54, 45,  0,
,,,,,,0.000,0.001,  5.97, 5.72,0.000, 54, 45,  9,
,,0.000,0.000,129,0.000,0.000,0.000,  7.06, 6.68,0.000, 21, 48,-21,
,,,,,,0.037,0.009,  5.02, 4.87,0.000, 15, 36,-21,
,,,,,,0.676,0.115,  4.11, 4.03,0.000, 15, 60,-24,
,,0.001,0.000,101,0.000,0.000,0.000,  6.66, 6.33,0.000, 54,-57, 54,
,,,,,,0.000,0.000,  6.12, 5.86,0.000, 18,-72, 63,
,,,,,,0.005,0.003,  5.43, 5.25,0.000, 39,-66, 60,
,,0.031,0.013,49,0.002,0.000,0.000,  6.40, 6.11,0.000, 39, 36, 48,
,,,,,,0.007,0.003,  5.37, 5.19,0.000, 33, 42, 48,
,,,,,,0.020,0.006,  5.15, 4.99,0.000, 45, 36, 42,
,,0.000,0.000,438,0.000,0.000,0.000,  6.26, 5.98,0.000, -6, 48, 15,
,,,,,,0.000,0.001,  5.99, 5.74,0.000, -9, 51, 39,
,,,,,,0.003,0.002,  5.57, 5.37,0.000, -6, 45,  0,
,,0.000,0.000,447,0.000,0.000,0.000,  6.25, 5.97,0.000,-21, -3, 72,
,,,,,,0.001,0.001,  5.87, 5.64,0.000,-12,  3, 72,
,,,,,,0.001,0.001,  5.86, 5.63,0.000, -3, 18, 33,
,,0.000,0.000,109,0.000,0.001,0.001,  5.71, 5.49,0.000, 15,-33, 36,
,,,,,,0.006,0.003,  5.41, 5.23,0.000, 21,-33, 42,
,,,,,,0.107,0.018,  4.75, 4.62,0.000, 15,-15, 42,
,,0.052,0.020,43,0.003,0.002,0.001,  5.67, 5.46,0.000,-24, 33, -9,
,,,,,,0.046,0.010,  4.97, 4.83,0.000,-33, 36, -6,
,,0.961,0.354,7,0.175,0.002,0.001,  5.63, 5.43,0.000,-39,-63, 60,
,,0.011,0.005,61,0.001,0.003,0.002,  5.57, 5.37,0.000, 72,-33, -9,
,,,,,,0.913,0.215,  3.87, 3.80,0.000, 72,-18,-15,
,,0.062,0.021,41,0.003,0.004,0.002,  5.51, 5.32,0.000,  9, 51, -9,
,,,,,,0.975,0.286,  3.74, 3.67,0.000, -3, 57, -6,
,,0.000,0.000,154,0.000,0.007,0.003,  5.38, 5.20,0.000, 63,-51,  9,
,,,,,,0.021,0.006,  5.14, 4.98,0.000, 63,-42, 15,
,,,,,,0.649,0.111,  4.14, 4.05,0.000, 54,-42,  6,
,,0.001,0.000,100,0.000,0.012,0.004,  5.27, 5.10,0.000, -6,-75, 51,
,,,,,,0.270,0.042,  4.48, 4.37,0.000, -6,-54, 66,
,,,,,,0.629,0.108,  4.15, 4.06,0.000, -6,-81, 39,
,,0.068,0.021,40,0.004,0.025,0.006,  5.11, 4.95,0.000, 48,-72,  0,
,,0.089,0.025,37,0.005,0.026,0.006,  5.10, 4.94,0.000, 51,-18, -6,
,,,,,,0.204,0.032,  4.57, 4.45,0.000, 45,-24, -3,
,,0.961,0.354,7,0.175,0.041,0.009,  5.00, 4.85,0.000,-48, 27, 42,
,,0.068,0.021,40,0.004,0.051,0.010,  4.95, 4.81,0.000,-30, 12, 30,
,,,,,,0.996,0.400,  3.60, 3.54,0.000,-36,  3, 33,
,,0.225,0.061,27,0.014,0.067,0.013,  4.88, 4.74,0.000, 15,-60, 27,
,,0.155,0.042,31,0.009,0.072,0.014,  4.86, 4.72,0.000,-27,-60, 42,
,,0.426,0.098,20,0.030,0.075,0.014,  4.85, 4.71,0.000,-33,-81, 48,
,,0.641,0.169,15,0.055,0.076,0.014,  4.85, 4.71,0.000,-27,-63,-27,
,,0.006,0.003,70,0.000,0.134,0.022,  4.69, 4.57,0.000, 33,-48,  3,
,,,,,,0.194,0.031,  4.58, 4.47,0.000, 36,-51, -6,
,,,,,,0.194,0.031,  4.58, 4.47,0.000, 33,-39,  0,
,,0.326,0.082,23,0.021,0.195,0.031,  4.58, 4.47,0.000,-30,-51, 66,
,,,,,,0.996,0.400,  3.60, 3.55,0.000,-36,-57, 66,
,,0.828,0.255,11,0.095,0.280,0.044,  4.47, 4.36,0.000, 18, 45,  9,
,,0.426,0.098,20,0.030,0.307,0.048,  4.44, 4.33,0.000,-42,-30,-18,
,,,,,,0.999,0.473,  3.53, 3.47,0.000,-42,-21,-21,
,,0.082,0.024,38,0.005,0.446,0.074,  4.30, 4.21,0.000, 60, 12,-12,
,,,,,,0.851,0.172,  3.95, 3.88,0.000, 66, -3, -9,
,,,,,,1.000,0.715,  3.32, 3.27,0.001, 66,-12, -3,
,,0.906,0.298,9,0.127,0.470,0.077,  4.28, 4.19,0.000, 33,-48, 69,
,,0.937,0.323,8,0.149,0.495,0.081,  4.26, 4.17,0.000,-24, 24,  6,
,,0.979,0.401,6,0.207,0.516,0.085,  4.24, 4.15,0.000, 15, -6, -3,
,,0.297,0.077,24,0.019,0.554,0.092,  4.21, 4.12,0.000,-39, -6, 60,
,,,,,,0.978,0.292,  3.73, 3.66,0.000,-45, -3, 54,
,,0.549,0.136,17,0.043,0.566,0.094,  4.20, 4.11,0.000, 27,-15, 57,
,,0.870,0.278,10,0.109,0.616,0.106,  4.16, 4.07,0.000,-45,-51,-45,
,,0.297,0.077,24,0.019,0.638,0.110,  4.15, 4.06,0.000, 36,  3, 18,
,,,,,,0.696,0.119,  4.10, 4.01,0.000, 39, -6, 21,
,,0.906,0.298,9,0.127,0.744,0.133,  4.06, 3.97,0.000,-21,-27,-51,
,,0.906,0.298,9,0.127,0.745,0.133,  4.06, 3.97,0.000,-36, 18,-45,
,,0.784,0.229,12,0.082,0.756,0.136,  4.05, 3.96,0.000,-48,-81,  6,
,,0.390,0.098,21,0.027,0.796,0.146,  4.01, 3.93,0.000,-30, -6,-48,
,,,,,,1.000,0.670,  3.35, 3.30,0.000,-27,  0,-39,
,,0.937,0.323,8,0.149,0.896,0.202,  3.90, 3.82,0.000,-15,-45, 75,
,,0.426,0.098,20,0.030,0.930,0.228,  3.84, 3.77,0.000, 36,-69,-45,
,,,,,,0.945,0.242,  3.82, 3.75,0.000, 33,-72,-54,
,,0.990,0.470,5,0.248,0.957,0.260,  3.79, 3.72,0.000, 12,  0, 72,
,,0.961,0.354,7,0.175,0.967,0.276,  3.76, 3.70,0.000, 42,-39, 45,
,,0.870,0.278,10,0.109,0.970,0.278,  3.75, 3.69,0.000, 21,-78,-48,
,,,,,,1.000,0.636,  3.39, 3.34,0.000, 12,-81,-42,
,,0.689,0.180,14,0.063,0.971,0.278,  3.75, 3.69,0.000,-60,-21,-12,
,,,,,,1.000,0.648,  3.37, 3.32,0.000,-69,-24, -9,
,,0.689,0.180,14,0.063,0.994,0.387,  3.62, 3.56,0.000, -3,-39, 30,
,,0.937,0.323,8,0.149,0.996,0.400,  3.60, 3.54,0.000,-33, 18, 60,
,,0.979,0.401,6,0.207,1.000,0.636,  3.39, 3.34,0.000, 33,-12,-21,
