set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,8,0.000,0.000,48,0.000,0.000,0.000,  8.47, 7.82,0.000, 57, -3, 45,
,,0.000,0.000,36,0.000,0.000,0.000,  8.02, 7.47,0.000, 54, 39, 21,
,,,,,,0.000,0.207,  5.97, 5.72,0.000, 54, 45,  9,
,,0.000,0.004,11,0.001,0.000,0.003,  7.06, 6.68,0.000, 21, 48,-21,
,,0.000,0.031,6,0.008,0.000,0.012,  6.74, 6.40,0.000, 54, 45,  0,
,,0.000,0.040,5,0.014,0.000,0.015,  6.66, 6.33,0.000, 54,-57, 54,
,,0.000,0.031,6,0.008,0.000,0.074,  6.26, 5.98,0.000, -6, 48, 15,
,,0.000,0.000,26,0.000,0.000,0.074,  6.25, 5.97,0.000,-21, -3, 72,
,,,,,,0.001,0.293,  5.87, 5.64,0.000,-12,  3, 72,
,,0.000,0.040,5,0.014,0.000,0.207,  5.99, 5.74,0.000, -9, 51, 39,
