set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.400,5,0.924,0.435,9,0.231,0.785,0.625,  3.85, 3.78,0.000,-12, 48, -6,
,,0.728,0.435,16,0.117,0.895,0.625,  3.73, 3.66,0.000, 24,-75,-21,
,,,,,,0.965,0.625,  3.59, 3.53,0.000, 15,-78,-18,
,,0.961,0.435,7,0.290,0.992,0.625,  3.46, 3.41,0.000,-30,-66,-21,
,,0.961,0.435,7,0.290,0.993,0.625,  3.45, 3.40,0.000,-45,-15,-39,
,,0.984,0.446,5,0.372,1.000,0.836,  3.27, 3.22,0.001, 12,-90, -9,
