set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.024,2,0.133,0.484,8,0.150,0.001,0.008,  5.10, 4.94,0.000, -9,-54,66,
,,0.087,0.484,11,0.096,0.187,0.296,  3.66, 3.60,0.000, 12, 30,33,
