set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,46,0.000,0.000,536,0.000,0.000,0.000, 10.55,  Inf,0.000,  9,-51,  0,
,,,,,,0.000,0.000,  7.29, 6.87,0.000, -9,-66, 12,
,,,,,,0.000,0.000,  7.08, 6.69,0.000, 15,-60, 12,
,,0.000,0.000,465,0.000,0.000,0.000,  7.10, 6.71,0.000,  0,-60, 42,
,,,,,,0.000,0.000,  6.62, 6.30,0.000,  6,-51, 36,
,,,,,,0.000,0.000,  6.38, 6.09,0.000,  3,-51, 51,
,,0.000,0.000,97,0.000,0.000,0.000,  6.65, 6.32,0.000, 18, 63, 12,
,,0.000,0.000,139,0.000,0.000,0.000,  6.33, 6.04,0.000,-27, 60, 30,
,,,,,,0.005,0.002,  5.46, 5.27,0.000,-12, 45, 36,
,,,,,,0.133,0.022,  4.74, 4.62,0.000,-15, 60, 18,
,,0.001,0.000,82,0.000,0.000,0.000,  6.24, 5.97,0.000, 24,-75,-15,
,,0.000,0.000,224,0.000,0.000,0.000,  6.15, 5.88,0.000,-33,-75, 24,
,,,,,,0.009,0.003,  5.32, 5.15,0.000,-36,-81, 12,
,,,,,,0.790,0.148,  4.07, 3.99,0.000,-39,-63,  9,
,,0.000,0.000,276,0.000,0.000,0.000,  5.94, 5.70,0.000,  0, 54, -6,
,,,,,,0.002,0.001,  5.59, 5.39,0.000,  0, 18,  3,
,,,,,,0.014,0.004,  5.24, 5.07,0.000,-15, 30,  3,
,,0.000,0.000,95,0.000,0.001,0.001,  5.69, 5.48,0.000, 39,-75, 21,
,,,,,,0.892,0.201,  3.96, 3.88,0.000, 45,-66, 12,
,,,,,,0.987,0.318,  3.74, 3.68,0.000, 54,-63,  9,
,,0.002,0.001,71,0.000,0.002,0.001,  5.66, 5.45,0.000, 30,-48,-12,
,,0.000,0.000,93,0.000,0.006,0.003,  5.41, 5.23,0.000,-27, 24, 48,
,,,,,,0.983,0.309,  3.77, 3.70,0.000,-42,  3, 48,
,,,,,,0.997,0.405,  3.64, 3.58,0.000,-27,  6, 45,
,,0.000,0.000,144,0.000,0.006,0.003,  5.41, 5.22,0.000, 45,-24,-21,
,,,,,,0.259,0.039,  4.55, 4.43,0.000, 39,-12,-30,
,,,,,,0.307,0.046,  4.49, 4.38,0.000, 60,-21,-15,
,,0.137,0.028,29,0.007,0.007,0.003,  5.39, 5.21,0.000,-54,  9,-33,
,,0.018,0.005,49,0.001,0.007,0.003,  5.37, 5.19,0.000, 39,-66, 57,
,,,,,,0.024,0.006,  5.13, 4.97,0.000, 60,-48, 48,
,,,,,,0.862,0.181,  4.00, 3.92,0.000, 54,-57, 51,
,,0.260,0.050,23,0.014,0.013,0.004,  5.25, 5.08,0.000,-30,-18,-36,
,,0.009,0.002,57,0.000,0.020,0.006,  5.16, 5.00,0.000,  3, 39, 42,
,,,,,,0.078,0.014,  4.87, 4.73,0.000, 12, 39, 48,
,,0.073,0.016,35,0.003,0.030,0.007,  5.07, 4.92,0.000,-60,-45, 42,
,,0.001,0.000,77,0.000,0.044,0.009,  5.00, 4.85,0.000,-45, -3,  3,
,,,,,,0.071,0.013,  4.89, 4.75,0.000,-36, -3,  3,
,,0.260,0.050,23,0.014,0.058,0.011,  4.94, 4.79,0.000, 21, 12, 45,
,,0.743,0.161,12,0.062,0.094,0.016,  4.83, 4.70,0.000, 18,-51, 78,
,,0.395,0.074,19,0.023,0.180,0.030,  4.66, 4.54,0.000,-18,-93,-21,
,,0.356,0.067,20,0.020,0.200,0.032,  4.63, 4.51,0.000,-27,-75,-12,
,,,,,,0.988,0.318,  3.74, 3.67,0.000,-36,-72,-18,
,,0.928,0.240,8,0.120,0.235,0.037,  4.58, 4.46,0.000,-30, 36, -9,
,,0.796,0.171,11,0.073,0.333,0.050,  4.46, 4.36,0.000,-48,-27,-36,
,,0.796,0.171,11,0.073,0.388,0.058,  4.41, 4.31,0.000,  6,-21, 12,
,,0.044,0.010,40,0.002,0.388,0.058,  4.41, 4.31,0.000, 27,  6, 63,
,,,,,,0.791,0.148,  4.07, 3.99,0.000, 18, 18, 66,
,,0.743,0.161,12,0.062,0.436,0.067,  4.37, 4.27,0.000,-45,-66,-48,
,,0.928,0.240,8,0.120,0.488,0.077,  4.32, 4.22,0.000, 39,-63, 39,
,,0.152,0.030,28,0.008,0.498,0.078,  4.31, 4.22,0.000, 39, 36, -9,
,,0.846,0.195,10,0.086,0.522,0.081,  4.29, 4.20,0.000, 30, 18, 57,
,,0.957,0.274,7,0.144,0.610,0.101,  4.22, 4.13,0.000,-24,-75,-30,
,,0.689,0.147,13,0.053,0.646,0.107,  4.19, 4.10,0.000, 33, -9, 39,
,,0.928,0.240,8,0.120,0.682,0.117,  4.16, 4.08,0.000,-45,-60,-18,
,,0.026,0.007,45,0.001,0.705,0.120,  4.15, 4.06,0.000,  9, -6, 45,
,,,,,,0.807,0.153,  4.06, 3.97,0.000,  3,  3, 39,
,,,,,,1.000,0.520,  3.52, 3.47,0.000, -6,  3, 42,
,,0.890,0.225,9,0.101,0.711,0.121,  4.14, 4.05,0.000,-15,  3,-24,
,,0.978,0.316,6,0.174,0.914,0.218,  3.93, 3.85,0.000,-30, 15,-39,
,,0.289,0.054,22,0.016,0.948,0.252,  3.87, 3.80,0.000, 51, -3,  9,
,,,,,,0.999,0.474,  3.57, 3.51,0.000, 33,  3,  0,
,,0.137,0.028,29,0.007,0.954,0.259,  3.86, 3.78,0.000,-12,-75,-57,
,,,,,,0.975,0.293,  3.79, 3.73,0.000, -9,-66,-57,
,,0.530,0.106,16,0.035,0.956,0.259,  3.85, 3.78,0.000, 57,  3,-39,
,,,,,,0.988,0.318,  3.74, 3.67,0.000, 48, 12,-36,
,,0.978,0.316,6,0.174,0.964,0.270,  3.83, 3.76,0.000,-51, 36, 12,
,,0.957,0.274,7,0.144,0.971,0.284,  3.81, 3.74,0.000,-12,-12, 45,
,,0.796,0.171,11,0.073,0.978,0.297,  3.79, 3.72,0.000, 18,-36,-57,
,,0.689,0.147,13,0.053,0.999,0.463,  3.58, 3.52,0.000,-39, 51,  0,
,,,,,,1.000,0.652,  3.40, 3.35,0.000,-36, 39,  3,
,,0.990,0.369,5,0.212,1.000,0.541,  3.50, 3.44,0.000, 15,-75,-51,
,,0.689,0.147,13,0.053,1.000,0.555,  3.48, 3.43,0.000, 18, 45,-24,
,,,,,,1.000,0.656,  3.40, 3.35,0.000,  9, 39,-24,
,,0.928,0.240,8,0.120,1.000,0.555,  3.48, 3.43,0.000, 15, 48, 36,
,,0.990,0.369,5,0.212,1.000,0.563,  3.47, 3.42,0.000, 12,-33,  6,
