set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,10,0.000,0.000,196,0.000,0.000,0.000, 10.55,  Inf,0.000,  9,-51,  0,
,,,,,,0.000,0.000,  7.29, 6.87,0.000, -9,-66, 12,
,,,,,,0.000,0.000,  7.08, 6.69,0.000, 15,-60, 12,
,,0.000,0.000,131,0.000,0.000,0.000,  7.10, 6.71,0.000,  0,-60, 42,
,,,,,,0.000,0.002,  6.62, 6.30,0.000,  6,-51, 36,
,,,,,,0.000,0.005,  6.38, 6.09,0.000,  3,-51, 51,
,,0.000,0.000,29,0.000,0.000,0.002,  6.65, 6.32,0.000, 18, 63, 12,
,,0.000,0.000,18,0.000,0.000,0.008,  6.24, 5.97,0.000, 24,-75,-15,
,,0.000,0.022,7,0.007,0.000,0.008,  6.24, 5.96,0.000,-27,-45,-15,
,,0.000,0.000,26,0.000,0.000,0.012,  6.15, 5.88,0.000,-33,-75, 24,
,,,,,,0.009,0.318,  5.32, 5.15,0.000,-36,-81, 12,
,,0.001,0.032,6,0.011,0.000,0.030,  5.94, 5.70,0.000,  0, 54, -6,
,,0.000,0.019,8,0.004,0.001,0.089,  5.69, 5.48,0.000, 39,-75, 21,
,,0.000,0.022,7,0.007,0.002,0.100,  5.66, 5.45,0.000, 30,-48,-12,
,,0.001,0.048,5,0.019,0.005,0.219,  5.46, 5.27,0.000,-12, 45, 36,
