set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,2,0.000,0.027,14,0.007,0.000,0.001,  6.19, 5.92,0.000,  9,-51,45,
,,0.002,0.086,7,0.043,0.000,0.003,  5.78, 5.56,0.000,-48,-69,39,
