set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,38,0.000,0.000,642,0.000,0.000,0.000,  6.74, 6.40,0.000, 30, -6, 66,
,,,,,,0.000,0.000,  6.43, 6.13,0.000, 48,  6, 39,
,,,,,,0.001,0.002,  5.70, 5.48,0.000,  9,  6, 42,
,,0.000,0.000,284,0.000,0.000,0.000,  6.33, 6.05,0.000,-18, 30,  3,
,,,,,,0.000,0.000,  6.15, 5.89,0.000, 21, 30,  6,
,,,,,,0.004,0.003,  5.49, 5.30,0.000,  9, 24,  6,
,,0.000,0.000,87,0.000,0.000,0.000,  6.19, 5.92,0.000,-30, 63, 21,
,,,,,,0.002,0.002,  5.67, 5.46,0.000, -9, 69, 21,
,,,,,,0.751,0.131,  4.12, 4.04,0.000,-24, 69, 12,
,,0.018,0.004,47,0.001,0.002,0.002,  5.62, 5.41,0.000, 57,  6,  3,
,,0.000,0.000,97,0.000,0.003,0.003,  5.56, 5.36,0.000,-21, -9, 27,
,,,,,,0.037,0.012,  5.03, 4.88,0.000,  0,-18, 15,
,,,,,,0.198,0.043,  4.64, 4.52,0.000,-21,  6, 24,
,,0.000,0.000,125,0.000,0.004,0.003,  5.50, 5.31,0.000, 27,  3, -9,
,,,,,,0.249,0.052,  4.57, 4.46,0.000, 18, 18,-12,
,,,,,,0.357,0.062,  4.45, 4.35,0.000, 24, -9,-21,
,,0.000,0.000,97,0.000,0.011,0.005,  5.29, 5.12,0.000, 18,-60,-15,
,,,,,,0.358,0.062,  4.45, 4.35,0.000,  6,-57,-15,
,,,,,,0.524,0.090,  4.31, 4.21,0.000, 12,-66,-12,
,,0.001,0.001,75,0.000,0.012,0.005,  5.28, 5.11,0.000, 21,-15, 24,
,,,,,,0.069,0.018,  4.90, 4.76,0.000, 21, -3, 24,
,,0.015,0.004,49,0.001,0.014,0.006,  5.24, 5.07,0.000,-57,  0,-27,
,,0.411,0.092,18,0.023,0.037,0.012,  5.03, 4.88,0.000,-21,-36, 60,
,,0.006,0.002,58,0.000,0.050,0.015,  4.97, 4.82,0.000, 48,-42, -6,
,,,,,,0.298,0.057,  4.51, 4.40,0.000, 39,-36,-12,
,,,,,,1.000,0.691,  3.34, 3.30,0.000, 39,-48, -9,
,,0.006,0.002,59,0.000,0.066,0.018,  4.91, 4.77,0.000,-36,-48, -6,
,,,,,,0.228,0.048,  4.60, 4.48,0.000,-39,-39,-15,
,,0.151,0.032,27,0.007,0.081,0.020,  4.86, 4.73,0.000, 60,-48,-21,
,,,,,,1.000,0.629,  3.40, 3.35,0.000, 60,-57,-18,
,,0.030,0.007,42,0.001,0.157,0.034,  4.71, 4.59,0.000, 33, 36,-15,
,,,,,,0.872,0.169,  4.00, 3.92,0.000, 42, 39,-12,
,,,,,,0.980,0.286,  3.79, 3.72,0.000, 18, 48, -3,
,,0.003,0.001,65,0.000,0.302,0.057,  4.51, 4.40,0.000,  0,-63, 48,
,,0.001,0.000,86,0.000,0.433,0.078,  4.38, 4.28,0.000, 18,-39, 45,
,,,,,,0.511,0.089,  4.32, 4.22,0.000, 24,-42, 60,
,,,,,,0.869,0.169,  4.00, 3.93,0.000, 27,-36, 54,
,,0.781,0.176,11,0.066,0.511,0.089,  4.32, 4.22,0.000,-39, 45,-15,
,,0.612,0.135,14,0.041,0.548,0.095,  4.29, 4.19,0.000,-39,-18, 45,
,,0.668,0.144,13,0.048,0.591,0.100,  4.25, 4.16,0.000, 51,-33, 27,
,,0.725,0.156,12,0.056,0.641,0.111,  4.21, 4.12,0.000,-15,  0, 72,
,,0.505,0.105,16,0.031,0.644,0.111,  4.21, 4.12,0.000,-42,-51, 33,
,,0.954,0.292,7,0.134,0.660,0.114,  4.20, 4.11,0.000, 21, 15, 30,
,,0.087,0.019,32,0.004,0.754,0.131,  4.12, 4.03,0.000,-42, -6, 54,
,,,,,,0.848,0.160,  4.03, 3.95,0.000,-42,  0, 48,
,,0.456,0.100,17,0.026,0.760,0.131,  4.11, 4.03,0.000,-42, 18,-30,
,,0.237,0.050,23,0.012,0.828,0.152,  4.05, 3.97,0.000,-36, 15, 54,
,,,,,,0.963,0.249,  3.85, 3.78,0.000,-30, 12, 48,
,,0.834,0.201,10,0.078,0.875,0.169,  4.00, 3.92,0.000,-33,-39,-30,
,,0.668,0.144,13,0.048,0.898,0.183,  3.97, 3.89,0.000,-57,-48, 42,
,,0.505,0.105,16,0.031,0.967,0.256,  3.84, 3.77,0.000, 39,  0,-24,
,,0.954,0.292,7,0.134,0.983,0.292,  3.78, 3.71,0.000,-60,-63,-15,
,,0.990,0.380,5,0.201,0.984,0.295,  3.77, 3.71,0.000,-15,-90, -3,
,,0.990,0.380,5,0.201,0.987,0.306,  3.76, 3.69,0.000,-57,  3,  3,
,,0.954,0.292,7,0.134,0.997,0.382,  3.67, 3.61,0.000, 33, 63, 15,
,,0.976,0.326,6,0.163,0.997,0.389,  3.65, 3.59,0.000, 33,-75, -3,
,,0.976,0.326,6,0.163,0.998,0.410,  3.63, 3.57,0.000,-42,-66, 51,
,,0.954,0.292,7,0.134,0.999,0.427,  3.61, 3.55,0.000,-45,-57,  6,
,,0.976,0.326,6,0.163,0.999,0.457,  3.58, 3.52,0.000,-42, 54, 12,
,,0.725,0.156,12,0.056,0.999,0.457,  3.57, 3.51,0.000,-48,-51,-21,
,,,,,,1.000,0.552,  3.48, 3.43,0.000,-48,-45,-12,
,,0.954,0.292,7,0.134,1.000,0.615,  3.42, 3.37,0.000, 54,-45, 51,
