set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,58,0.000,0.000,244,0.000,0.000,0.000,  7.53, 7.07,0.000, 12,-60, 57,
,,,,,,0.000,0.000,  6.16, 5.90,0.000, 21,-57, 63,
,,,,,,0.985,0.310,  3.75, 3.69,0.000,  0,-75, 54,
,,0.016,0.005,50,0.001,0.000,0.000,  7.49, 7.03,0.000, 54, 39, 18,
,,,,,,0.002,0.001,  5.67, 5.46,0.000, 51, 51, -3,
,,,,,,0.226,0.041,  4.59, 4.47,0.000, 48, 48, 24,
,,0.000,0.000,220,0.000,0.000,0.000,  6.41, 6.11,0.000,-30, 48, 27,
,,,,,,0.000,0.001,  5.92, 5.68,0.000,-48, 48, 15,
,,,,,,0.001,0.001,  5.72, 5.50,0.000,-48, 39, 30,
,,0.000,0.000,150,0.000,0.000,0.000,  6.38, 6.09,0.000,  3, 48, 30,
,,,,,,0.001,0.001,  5.85, 5.62,0.000,  3, 54, 21,
,,0.000,0.000,134,0.000,0.000,0.001,  6.05, 5.80,0.000,-30,-45,  9,
,,,,,,0.030,0.011,  5.08, 4.92,0.000,-27,-54,  9,
,,,,,,0.158,0.031,  4.69, 4.57,0.000,-18,-57, 21,
,,0.100,0.025,32,0.005,0.000,0.001,  6.03, 5.78,0.000, 72,-39, -6,
,,0.000,0.000,145,0.000,0.001,0.001,  5.85, 5.62,0.000,  6, 39,-24,
,,,,,,0.001,0.001,  5.76, 5.54,0.000, 21, 33,-21,
,,,,,,0.865,0.183,  3.99, 3.92,0.000, -6, 36,-24,
,,0.011,0.005,54,0.001,0.001,0.001,  5.77, 5.55,0.000, 45,-54, 24,
,,0.170,0.036,27,0.009,0.001,0.001,  5.70, 5.49,0.000, 42,-66, 45,
,,0.001,0.000,89,0.000,0.003,0.002,  5.55, 5.36,0.000,  6,  9, 39,
,,,,,,0.054,0.015,  4.95, 4.81,0.000, -9, 15, 36,
,,,,,,0.860,0.183,  4.00, 3.92,0.000,  0,  3, 45,
,,0.081,0.021,34,0.004,0.009,0.005,  5.32, 5.14,0.000,-66,-30, -6,
,,0.000,0.000,115,0.000,0.012,0.005,  5.27, 5.10,0.000,-54,-63, 18,
,,,,,,0.162,0.031,  4.69, 4.56,0.000,-45,-63, 24,
,,,,,,0.393,0.070,  4.40, 4.30,0.000,-39,-60, 15,
,,0.689,0.123,13,0.054,0.024,0.010,  5.12, 4.97,0.000,-30, 36,-21,
,,0.289,0.053,22,0.016,0.029,0.011,  5.08, 4.93,0.000,-60,  3, -3,
,,0.004,0.002,67,0.000,0.031,0.011,  5.07, 4.92,0.000,  6,-30,-24,
,,,,,,0.094,0.023,  4.83, 4.70,0.000,  0,-30, -9,
,,,,,,0.685,0.124,  4.16, 4.07,0.000, -3,-33,-24,
,,0.008,0.004,58,0.000,0.033,0.011,  5.06, 4.90,0.000, 27,-63,-27,
,,,,,,0.851,0.181,  4.01, 3.93,0.000, 18,-81,-21,
,,,,,,1.000,0.518,  3.48, 3.43,0.000, 30,-75,-21,
,,0.322,0.058,21,0.018,0.063,0.017,  4.92, 4.78,0.000,  3,-72, 24,
,,0.111,0.025,31,0.005,0.110,0.026,  4.80, 4.66,0.000,-27, 15, -9,
,,0.437,0.077,18,0.026,0.117,0.026,  4.78, 4.65,0.000, 42,  3,-36,
,,0.289,0.053,22,0.016,0.121,0.027,  4.77, 4.64,0.000,-18, 27,  3,
,,,,,,1.000,0.486,  3.52, 3.46,0.000,-24, 27, 15,
,,0.437,0.077,18,0.026,0.127,0.027,  4.76, 4.63,0.000, 33,-45,  0,
,,0.482,0.081,17,0.030,0.144,0.030,  4.72, 4.60,0.000,-24, 21, 63,
,,0.189,0.038,26,0.010,0.155,0.031,  4.70, 4.58,0.000,-15, 42,  0,
,,0.482,0.081,17,0.030,0.204,0.038,  4.62, 4.50,0.000, 30, 33, 45,
,,0.044,0.013,40,0.002,0.217,0.040,  4.60, 4.48,0.000,-57, -6, 36,
,,,,,,0.592,0.109,  4.24, 4.14,0.000,-63,  0, 24,
,,,,,,0.968,0.278,  3.82, 3.75,0.000,-45,-15, 42,
,,0.015,0.005,51,0.001,0.232,0.042,  4.58, 4.47,0.000,-33,-78, -9,
,,,,,,0.823,0.169,  4.04, 3.96,0.000,-27,-72,  0,
,,,,,,1.000,0.756,  3.28, 3.23,0.001,-42,-87, -6,
,,0.018,0.006,49,0.001,0.267,0.047,  4.54, 4.42,0.000, 18,  3, 69,
,,,,,,0.875,0.188,  3.98, 3.90,0.000, 12, 21, 63,
,,0.531,0.088,16,0.035,0.313,0.056,  4.48, 4.38,0.000,-27,-75,-48,
,,0.189,0.038,26,0.010,0.483,0.086,  4.33, 4.23,0.000, 18,-24, 24,
,,,,,,0.993,0.339,  3.70, 3.63,0.000, 21,-12, 27,
,,0.073,0.020,35,0.003,0.511,0.092,  4.30, 4.21,0.000,-15,-90,  9,
,,0.482,0.081,17,0.030,0.552,0.101,  4.27, 4.17,0.000,-18, -6, 24,
,,,,,,1.000,0.711,  3.31, 3.27,0.001,-27,-12, 30,
,,0.012,0.005,53,0.001,0.586,0.109,  4.24, 4.15,0.000,  6, 45,  0,
,,0.170,0.036,27,0.009,0.621,0.116,  4.21, 4.12,0.000, 33, 33,  0,
,,0.990,0.345,5,0.213,0.629,0.117,  4.21, 4.12,0.000,-30,-84, 42,
,,0.978,0.321,6,0.174,0.656,0.118,  4.19, 4.10,0.000,-45,-30, -9,
,,0.111,0.025,31,0.005,0.656,0.118,  4.19, 4.10,0.000, 27,-72,  9,
,,,,,,0.845,0.180,  4.02, 3.94,0.000, 24,-81, 15,
,,0.890,0.211,9,0.101,0.661,0.118,  4.18, 4.09,0.000, 63, 12, 30,
,,,,,,0.806,0.162,  4.06, 3.97,0.000, 63, 18, 24,
,,,,,,0.999,0.452,  3.56, 3.50,0.000, 63, 18, 15,
,,0.990,0.345,5,0.213,0.701,0.126,  4.15, 4.06,0.000,-39,-54, 63,
,,0.582,0.096,15,0.040,0.861,0.183,  4.00, 3.92,0.000,  9,-57, 30,
,,,,,,0.995,0.348,  3.67, 3.61,0.000,  0,-60, 36,
,,0.957,0.288,7,0.144,0.927,0.229,  3.91, 3.83,0.000,-39,-42,-12,
,,0.689,0.123,13,0.054,0.929,0.229,  3.90, 3.83,0.000,-57,-27, 48,
,,,,,,1.000,0.711,  3.32, 3.27,0.001,-63,-27, 39,
,,0.582,0.096,15,0.040,0.948,0.249,  3.87, 3.80,0.000, 18, 27, 36,
,,0.210,0.041,25,0.011,0.952,0.253,  3.86, 3.79,0.000,-33,-75,-33,
,,,,,,0.979,0.300,  3.78, 3.72,0.000,-24,-66,-30,
