set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.743,0.139,12,0.062,0.954,0.254,  3.86, 3.78,0.000,-18, -3, -9,
,,,,,,0.991,0.332,  3.71, 3.65,0.000,-30, -3, -9,
,,0.990,0.345,5,0.213,0.961,0.265,  3.84, 3.77,0.000,-57,-63, 36,
,,0.978,0.321,6,0.174,0.971,0.282,  3.81, 3.74,0.000, 18,-36, 54,
,,0.437,0.077,18,0.026,0.983,0.306,  3.77, 3.70,0.000, -3,-27, 36,
,,0.890,0.211,9,0.101,0.983,0.306,  3.76, 3.70,0.000,  3, -3, 60,
,,0.928,0.246,8,0.120,0.986,0.313,  3.75, 3.68,0.000,-39, -3,-33,
,,0.234,0.044,24,0.012,0.989,0.326,  3.73, 3.67,0.000, 24, 42, 18,
,,,,,,0.990,0.332,  3.72, 3.65,0.000, 30, 45, 27,
,,0.846,0.187,10,0.086,0.991,0.332,  3.72, 3.65,0.000, 33, 18,-15,
,,,,,,1.000,0.662,  3.36, 3.31,0.000, 24, 21,-18,
,,0.531,0.088,16,0.035,0.993,0.339,  3.70, 3.64,0.000, 18, -6, 54,
,,,,,,1.000,0.551,  3.45, 3.39,0.000, 24,-12, 57,
,,,,,,1.000,0.744,  3.29, 3.24,0.001, 27, -3, 63,
,,0.990,0.345,5,0.213,0.993,0.339,  3.70, 3.63,0.000, 27,-78,-42,
,,0.990,0.345,5,0.213,0.994,0.342,  3.69, 3.63,0.000, 27,-27, -3,
,,0.990,0.345,5,0.213,0.994,0.342,  3.69, 3.63,0.000, 57, 30,  0,
,,0.978,0.321,6,0.174,0.994,0.345,  3.68, 3.62,0.000,-18,-15,  0,
,,0.978,0.321,6,0.174,0.999,0.413,  3.60, 3.54,0.000,-66,-21, 24,
,,0.990,0.345,5,0.213,1.000,0.491,  3.51, 3.45,0.000,-24, 12, 24,
