set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.795,0.273,11,0.072,0.852,0.161,  4.01, 3.93,0.000, -9,  9,-12,
,,,,,,1.000,0.741,  3.30, 3.25,0.001,-15,  3, -9,
,,0.845,0.294,10,0.085,0.887,0.182,  3.97, 3.89,0.000, 48,-72,  0,
,,0.957,0.389,7,0.143,0.891,0.184,  3.96, 3.89,0.000,-45,-45, 54,
,,0.957,0.389,7,0.143,0.911,0.192,  3.94, 3.86,0.000, 51,-15,-12,
,,0.845,0.294,10,0.085,0.911,0.192,  3.93, 3.86,0.000, 15, 48, -6,
,,0.978,0.389,6,0.173,0.926,0.204,  3.91, 3.84,0.000, 48,  0,-39,
,,0.978,0.389,6,0.173,0.930,0.206,  3.90, 3.83,0.000, 33,-48, 69,
,,0.978,0.389,6,0.173,0.995,0.371,  3.67, 3.61,0.000, 42,-36, 66,
,,0.978,0.389,6,0.173,0.997,0.388,  3.65, 3.59,0.000, 45,-42, 21,
,,0.990,0.429,5,0.212,0.998,0.398,  3.63, 3.57,0.000, 36,-36, -9,
,,0.990,0.429,5,0.212,0.998,0.404,  3.62, 3.56,0.000,-30,-75, -6,
,,0.978,0.389,6,0.173,1.000,0.566,  3.47, 3.42,0.000, 30, 39, -3,
,,0.990,0.429,5,0.212,1.000,0.717,  3.35, 3.30,0.000,-33,-36,-15,
,,0.978,0.389,6,0.173,1.000,0.723,  3.34, 3.29,0.001, 30,-48, 54,
,,0.990,0.429,5,0.212,1.000,0.726,  3.32, 3.28,0.001, -6,-45, 27,
