set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,16,0.000,0.000,100,0.000,0.000,0.000,  8.85,  Inf,0.000, 30,-72, 48,
,,,,,,0.000,0.000,  7.91, 7.39,0.000, 36,-60, 33,
,,,,,,0.001,0.044,  5.81, 5.59,0.000, 27,-69, 33,
,,0.000,0.000,72,0.000,0.000,0.000,  8.79,  Inf,0.000,  3, 33, 33,
,,,,,,0.000,0.000,  7.81, 7.30,0.000,  3, 24, 42,
,,0.000,0.000,98,0.000,0.000,0.000,  8.43, 7.80,0.000, 48, 21, 33,
,,,,,,0.000,0.029,  5.91, 5.68,0.000, 42, 12, 45,
,,0.000,0.000,30,0.000,0.000,0.000,  8.03, 7.48,0.000, 42,-54, 54,
,,0.000,0.000,52,0.000,0.000,0.003,  6.54, 6.23,0.000, 21, 21, 45,
,,,,,,0.000,0.011,  6.20, 5.93,0.000, 24, 24, 54,
,,0.000,0.003,11,0.001,0.000,0.004,  6.49, 6.19,0.000,  6,-36,  3,
,,0.000,0.000,20,0.000,0.000,0.005,  6.42, 6.13,0.000,-42,-51, 30,
,,0.000,0.000,25,0.000,0.000,0.007,  6.31, 6.03,0.000, 18, 57, 27,
,,,,,,0.013,0.383,  5.25, 5.08,0.000, 24, 54, 18,
,,0.000,0.000,17,0.000,0.000,0.007,  6.29, 6.01,0.000,  6,-24,  6,
,,0.000,0.000,17,0.000,0.000,0.007,  6.29, 6.01,0.000,  6,-75, 33,
,,0.000,0.000,38,0.000,0.000,0.013,  6.14, 5.88,0.000, 27, 57,  6,
,,0.000,0.000,18,0.000,0.000,0.021,  6.03, 5.78,0.000, -6,-75,-36,
,,0.001,0.033,5,0.019,0.000,0.022,  6.01, 5.76,0.000, 51,-57, 27,
,,0.000,0.014,7,0.007,0.000,0.023,  5.99, 5.74,0.000, 36, 48, -9,
,,0.001,0.033,5,0.019,0.005,0.186,  5.44, 5.26,0.000,-33,-33, 15,
,,0.000,0.004,10,0.002,0.012,0.354,  5.28, 5.11,0.000, 12,  3, 18,
