"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",0.998206267421621,0.00290802411118331,4461,343.259281648609,0
"stimuluspain",-0.00131563949281679,0.00318209102410093,4461,-0.413451244119742,0.679295910284245
"conditionpsd",-0.00216916781545816,0.0038010364220635,46,-0.570677987421273,0.57099535904396
"stimuluspain:conditionpsd",0.00340688471646941,0.0045199420984262,4461,0.753745212279523,0.451042008009512
