set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,14,0.000,0.002,17,0.000,0.000,0.000,  7.31, 6.89,0.000, 33, 42, 48,
,,,,,,0.000,0.001,  7.13, 6.73,0.000, 30, 36, 54,
,,,,,,0.000,0.009,  6.37, 6.08,0.000, 33, 48, 42,
,,0.000,0.000,37,0.000,0.000,0.001,  6.92, 6.56,0.000, 39,-69, -6,
,,0.000,0.006,12,0.002,0.000,0.003,  6.66, 6.33,0.000,-18,-54, 21,
,,0.000,0.000,24,0.000,0.000,0.003,  6.63, 6.31,0.000, -6,-84, 30,
,,,,,,0.005,0.202,  5.43, 5.25,0.000,-12,-69, 30,
,,0.000,0.016,9,0.006,0.000,0.004,  6.55, 6.24,0.000, 36,-42, -6,
,,0.000,0.003,15,0.001,0.000,0.011,  6.29, 6.01,0.000, 69,-48, -6,
,,0.000,0.000,43,0.000,0.000,0.011,  6.29, 6.01,0.000,-30, 45, 18,
,,,,,,0.000,0.012,  6.23, 5.96,0.000,-30, 48, 27,
,,0.000,0.004,14,0.001,0.000,0.019,  6.10, 5.84,0.000, 45,-78, 42,
,,,,,,0.007,0.245,  5.37, 5.19,0.000, 39,-78, 48,
,,0.000,0.000,30,0.000,0.000,0.019,  6.08, 5.83,0.000,  0, 24, 36,
,,,,,,0.001,0.050,  5.82, 5.60,0.000,  3, 33, 21,
,,,,,,0.012,0.365,  5.26, 5.09,0.000,  0, 30, 30,
,,0.000,0.003,15,0.001,0.000,0.036,  5.92, 5.68,0.000, 39,-27,-15,
,,0.000,0.021,8,0.008,0.001,0.054,  5.80, 5.57,0.000,  3,-45, 18,
,,0.002,0.066,5,0.031,0.001,0.064,  5.75, 5.53,0.000, -3,-27, 24,
,,0.000,0.006,12,0.002,0.002,0.087,  5.67, 5.46,0.000,-45, 15, -9,
,,,,,,0.002,0.104,  5.62, 5.42,0.000,-36, 18, -9,
,,0.002,0.066,5,0.031,0.005,0.188,  5.46, 5.27,0.000, 54, 39, 15,
