set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,9,0.000,0.000,156,0.000,0.000,0.000,  9.33,  Inf,0.000,  0,-51, 39,
,,,,,,0.000,0.000,  8.77,  Inf,0.000,  0,-60, 42,
,,,,,,0.000,0.001,  7.17, 6.77,0.000,  0,-51, 51,
,,0.000,0.000,55,0.000,0.000,0.000,  8.29, 7.69,0.000,  9,-51,  0,
,,,,,,0.000,0.017,  6.53, 6.22,0.000, 18,-57,  9,
,,,,,,0.000,0.125,  5.97, 5.73,0.000,  9,-63, 15,
,,0.000,0.000,20,0.000,0.000,0.000,  7.86, 7.34,0.000,-27, 24, 51,
,,0.000,0.000,36,0.000,0.000,0.002,  6.99, 6.62,0.000,-30,-78, 24,
,,,,,,0.000,0.061,  6.23, 5.95,0.000,-36,-81, 12,
,,0.000,0.005,9,0.002,0.000,0.071,  6.14, 5.88,0.000, 36,-78, 21,
,,0.000,0.005,9,0.002,0.000,0.071,  6.14, 5.87,0.000, 60,-48, 45,
,,0.000,0.006,8,0.003,0.000,0.125,  5.98, 5.74,0.000, 18, 63, 12,
,,0.000,0.023,5,0.015,0.000,0.144,  5.91, 5.68,0.000, -9,-66, 12,
,,0.000,0.015,6,0.009,0.001,0.213,  5.81, 5.58,0.000,  0, 57, -6,
