set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,12,0.000,0.000,203,0.000,0.000,0.000,  9.33,  Inf,0.000,  0,-51, 39,
,,,,,,0.000,0.000,  8.77,  Inf,0.000,  0,-60, 42,
,,,,,,0.000,0.000,  7.17, 6.77,0.000,  0,-51, 51,
,,0.000,0.000,110,0.000,0.000,0.000,  8.29, 7.69,0.000,  9,-51,  0,
,,,,,,0.000,0.004,  6.53, 6.22,0.000, 18,-57,  9,
,,,,,,0.000,0.025,  6.01, 5.77,0.000, -9,-48, -6,
,,0.000,0.000,28,0.000,0.000,0.000,  7.86, 7.34,0.000,-27, 24, 51,
,,0.000,0.000,62,0.000,0.000,0.000,  6.99, 6.62,0.000,-30,-78, 24,
,,,,,,0.000,0.013,  6.23, 5.95,0.000,-36,-81, 12,
,,0.000,0.002,16,0.001,0.000,0.015,  6.14, 5.88,0.000, 36,-78, 21,
,,0.000,0.001,19,0.000,0.000,0.015,  6.14, 5.87,0.000, 60,-48, 45,
,,0.000,0.000,22,0.000,0.000,0.026,  5.98, 5.74,0.000, 18, 63, 12,
,,0.000,0.018,8,0.008,0.000,0.029,  5.93, 5.70,0.000,-60,-51, 45,
,,0.000,0.018,8,0.008,0.001,0.043,  5.83, 5.60,0.000, 60, 21,  0,
,,0.000,0.006,12,0.002,0.001,0.045,  5.81, 5.58,0.000,  0, 57, -6,
,,0.000,0.018,8,0.008,0.009,0.304,  5.33, 5.15,0.000,-15, 63, 18,
,,0.002,0.061,5,0.031,0.011,0.345,  5.28, 5.11,0.000, 36, 36, -9,
