set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,9,0.000,0.006,10,0.001,0.000,0.002,  7.31, 6.89,0.000, 33, 42, 48,
,,,,,,0.000,0.046,  6.37, 6.08,0.000, 33, 48, 42,
,,0.000,0.000,23,0.000,0.000,0.006,  6.92, 6.56,0.000, 39,-69, -6,
,,0.000,0.022,6,0.009,0.000,0.017,  6.66, 6.33,0.000,-18,-54, 21,
,,0.000,0.001,16,0.000,0.000,0.017,  6.63, 6.31,0.000, -6,-84, 30,
,,0.000,0.022,6,0.009,0.000,0.021,  6.55, 6.24,0.000, 36,-42, -6,
,,0.000,0.021,7,0.005,0.000,0.053,  6.29, 6.01,0.000, 69,-48, -6,
,,0.000,0.000,24,0.000,0.000,0.053,  6.29, 6.01,0.000,-30, 45, 18,
,,,,,,0.000,0.060,  6.23, 5.96,0.000,-30, 48, 27,
,,0.000,0.022,6,0.009,0.000,0.093,  6.08, 5.83,0.000,  0, 24, 36,
,,0.000,0.034,5,0.015,0.000,0.179,  5.92, 5.68,0.000, 39,-27,-15,
