set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,49,0.000,0.000,782,0.000,0.000,0.000,  9.33,  Inf,0.000,  0,-51, 39,
,,,,,,0.000,0.000,  8.77,  Inf,0.000,  0,-60, 42,
,,,,,,0.000,0.000,  7.17, 6.77,0.000,  0,-51, 51,
,,0.000,0.000,357,0.000,0.000,0.000,  8.29, 7.69,0.000,  9,-51,  0,
,,,,,,0.000,0.000,  6.53, 6.22,0.000, 18,-57,  9,
,,,,,,0.000,0.000,  6.01, 5.77,0.000, -9,-48, -6,
,,0.001,0.000,98,0.000,0.000,0.000,  7.86, 7.34,0.000,-27, 24, 51,
,,0.000,0.000,124,0.000,0.000,0.000,  6.15, 5.89,0.000, 27,-75, 42,
,,,,,,0.000,0.000,  6.14, 5.88,0.000, 36,-78, 21,
,,,,,,0.884,0.218,  3.91, 3.83,0.000, 30,-72, 30,
,,0.000,0.000,145,0.000,0.000,0.000,  6.14, 5.87,0.000, 60,-48, 45,
,,,,,,0.045,0.010,  4.98, 4.83,0.000, 51,-51, 57,
,,,,,,0.877,0.218,  3.92, 3.84,0.000, 45,-45, 42,
,,0.001,0.000,97,0.000,0.000,0.000,  5.98, 5.74,0.000, 18, 63, 12,
,,0.000,0.000,107,0.000,0.000,0.000,  5.93, 5.70,0.000,-60,-51, 45,
,,,,,,0.970,0.312,  3.75, 3.68,0.000,-51,-39, 33,
,,,,,,1.000,0.718,  3.32, 3.28,0.001,-57,-33, 27,
,,0.334,0.076,23,0.022,0.001,0.000,  5.83, 5.60,0.000, 60, 21,  0,
,,0.003,0.001,81,0.000,0.001,0.001,  5.81, 5.58,0.000,  0, 57, -6,
,,,,,,0.433,0.075,  4.31, 4.21,0.000,-12, 48,  0,
,,0.060,0.017,42,0.003,0.001,0.001,  5.76, 5.54,0.000,-27,-45,-15,
,,,,,,1.000,0.567,  3.44, 3.39,0.000,-24,-36,-24,
,,0.009,0.003,65,0.000,0.008,0.003,  5.36, 5.18,0.000, 30, 21, 54,
,,,,,,0.191,0.034,  4.58, 4.47,0.000, 27,  6, 63,
,,0.000,0.000,110,0.000,0.009,0.004,  5.33, 5.15,0.000,-15, 63, 18,
,,,,,,0.011,0.004,  5.29, 5.11,0.000,-24, 57,  9,
,,0.000,0.000,108,0.000,0.011,0.004,  5.28, 5.11,0.000, 36, 36, -9,
,,,,,,0.066,0.015,  4.88, 4.74,0.000, 45, 33,-12,
,,,,,,0.122,0.025,  4.71, 4.59,0.000, 24, 45,-15,
,,0.000,0.000,226,0.000,0.014,0.005,  5.23, 5.06,0.000,  0, 15, -6,
,,,,,,0.031,0.008,  5.06, 4.91,0.000,  9, 36, -6,
,,,,,,0.079,0.017,  4.83, 4.70,0.000,  3, 15,-24,
,,0.194,0.048,29,0.012,0.015,0.005,  5.21, 5.05,0.000, -3,-30,-51,
,,0.742,0.174,13,0.074,0.021,0.006,  5.15, 4.99,0.000, -9, 36,  0,
,,0.435,0.098,20,0.031,0.023,0.007,  5.12, 4.97,0.000, 15,-87,-18,
,,0.026,0.009,52,0.001,0.025,0.007,  5.11, 4.95,0.000,-45,-63,-51,
,,0.036,0.012,48,0.002,0.030,0.008,  5.07, 4.92,0.000,-45,-15,  3,
,,,,,,0.154,0.031,  4.65, 4.53,0.000,-45, -6,  0,
,,0.255,0.060,26,0.016,0.075,0.017,  4.84, 4.71,0.000, 15, 39, 51,
,,0.305,0.071,24,0.020,0.111,0.024,  4.74, 4.61,0.000,-42,  6,-12,
,,,,,,1.000,0.765,  3.29, 3.24,0.001,-45,  9,-21,
,,0.039,0.012,47,0.002,0.118,0.025,  4.72, 4.60,0.000,-54,  6,-36,
,,,,,,0.436,0.075,  4.31, 4.21,0.000,-45,  6,-36,
,,,,,,0.952,0.285,  3.80, 3.73,0.000,-57,  9,-27,
,,0.134,0.034,33,0.008,0.162,0.031,  4.63, 4.51,0.000, -9,-24, 12,
,,,,,,0.997,0.430,  3.58, 3.52,0.000,-15,-33,  9,
,,,,,,1.000,0.915,  3.19, 3.14,0.001,-18,-18,  9,
,,0.788,0.188,12,0.085,0.165,0.031,  4.63, 4.51,0.000,  9,-24, 12,
,,0.602,0.133,16,0.050,0.166,0.031,  4.62, 4.51,0.000,  9, 36,-27,
,,0.938,0.290,8,0.152,0.215,0.037,  4.55, 4.43,0.000,-69,-24,-15,
,,0.134,0.034,33,0.008,0.225,0.039,  4.53, 4.42,0.000, 36,-21, 15,
,,0.962,0.326,7,0.179,0.391,0.072,  4.35, 4.25,0.000,  9, 33,  6,
,,0.788,0.188,12,0.085,0.406,0.074,  4.34, 4.24,0.000,-12, 45, 36,
,,0.938,0.290,8,0.152,0.419,0.075,  4.32, 4.22,0.000, 30,-42,-15,
,,0.435,0.098,20,0.031,0.426,0.075,  4.32, 4.22,0.000,-39,  6, 24,
,,0.938,0.290,8,0.152,0.460,0.080,  4.29, 4.19,0.000,-39,-36,-36,
,,0.212,0.051,28,0.013,0.523,0.094,  4.23, 4.14,0.000, 45,-15, 33,
,,0.514,0.112,18,0.039,0.619,0.119,  4.15, 4.07,0.000,-42, -6, 54,
,,,,,,0.999,0.506,  3.50, 3.44,0.000,-45,  6, 51,
