set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,42,0.036,0.009,48,0.002,0.000,0.000,  7.31, 6.89,0.000, 33,  42, 48,
,,,,,,0.000,0.000,  7.13, 6.73,0.000, 30,  36, 54,
,,,,,,0.000,0.000,  6.37, 6.08,0.000, 33,  48, 42,
,,0.000,0.000,161,0.000,0.000,0.000,  6.92, 6.56,0.000, 39, -69, -6,
,,,,,,0.339,0.055,  4.40, 4.30,0.000, 60, -69, -9,
,,0.000,0.000,413,0.000,0.000,0.000,  6.66, 6.33,0.000,-18, -54, 21,
,,,,,,0.000,0.000,  6.63, 6.31,0.000, -6, -84, 30,
,,,,,,0.000,0.000,  6.21, 5.94,0.000, -3, -42,  9,
,,0.000,0.000,289,0.000,0.000,0.000,  6.55, 6.24,0.000, 36, -42, -6,
,,,,,,0.000,0.000,  5.92, 5.68,0.000, 39, -27,-15,
,,,,,,0.006,0.002,  5.39, 5.21,0.000, 21,  -3,-24,
,,0.005,0.002,72,0.000,0.000,0.000,  6.29, 6.01,0.000, 69, -48, -6,
,,0.000,0.000,214,0.000,0.000,0.000,  6.29, 6.01,0.000,-30,  45, 18,
,,,,,,0.000,0.000,  6.23, 5.96,0.000,-30,  48, 27,
,,,,,,0.004,0.001,  5.51, 5.31,0.000,-30,  39, 48,
,,0.001,0.001,95,0.000,0.000,0.000,  6.10, 5.84,0.000, 45, -78, 42,
,,,,,,0.007,0.002,  5.37, 5.19,0.000, 39, -78, 48,
,,,,,,0.176,0.029,  4.61, 4.49,0.000, 33, -87, 39,
,,0.000,0.000,272,0.000,0.000,0.000,  6.08, 5.83,0.000,  0,  24, 36,
,,,,,,0.001,0.000,  5.82, 5.60,0.000,  3,  33, 21,
,,,,,,0.012,0.003,  5.26, 5.09,0.000,  0,  30, 30,
,,0.161,0.033,31,0.010,0.000,0.000,  5.95, 5.71,0.000,-30, -87, 42,
,,,,,,0.087,0.015,  4.81, 4.67,0.000,-18, -84, 48,
,,,,,,1.000,0.555,  3.45, 3.40,0.000,-15, -78, 57,
,,0.003,0.001,81,0.000,0.002,0.001,  5.67, 5.46,0.000,-45,  15, -9,
,,,,,,0.002,0.001,  5.62, 5.42,0.000,-36,  18, -9,
,,0.648,0.133,15,0.057,0.003,0.001,  5.57, 5.37,0.000,  3, -54, 72,
,,0.060,0.014,42,0.003,0.005,0.002,  5.46, 5.27,0.000, 54,  39, 15,
,,0.000,0.000,111,0.000,0.008,0.002,  5.35, 5.17,0.000,-30, -57, -3,
,,,,,,0.017,0.004,  5.19, 5.03,0.000,-45, -48, -6,
,,,,,,0.120,0.021,  4.72, 4.59,0.000,-42, -33,-15,
,,0.014,0.004,59,0.001,0.022,0.005,  5.13, 4.97,0.000, 36,  18,-12,
,,,,,,0.142,0.024,  4.67, 4.55,0.000, 48,  15, -6,
,,0.046,0.011,45,0.003,0.024,0.005,  5.12, 4.96,0.000,-42, -63, 51,
,,,,,,0.827,0.173,  3.97, 3.90,0.000,-27, -75, 57,
,,,,,,0.992,0.369,  3.64, 3.58,0.000,-36, -63, 39,
,,0.112,0.025,35,0.006,0.026,0.005,  5.10, 4.94,0.000,-21,  21, 66,
,,,,,,0.074,0.013,  4.85, 4.71,0.000,-12,  27, 63,
,,0.008,0.003,66,0.000,0.029,0.006,  5.08, 4.92,0.000,-54, -66, 21,
,,,,,,0.999,0.501,  3.50, 3.45,0.000,-60, -63, 33,
,,0.005,0.002,73,0.000,0.038,0.007,  5.02, 4.87,0.000, 27, -99, -6,
,,,,,,0.989,0.357,  3.66, 3.60,0.000, 27, -87, -3,
,,,,,,0.994,0.390,  3.61, 3.55,0.000, 33, -93, -3,
,,0.011,0.003,62,0.001,0.043,0.008,  4.99, 4.84,0.000,-51, -15,-36,
,,,,,,0.386,0.060,  4.35, 4.25,0.000,-57, -12,-24,
,,0.365,0.077,22,0.025,0.080,0.014,  4.83, 4.69,0.000,-15, -60,-15,
,,0.147,0.031,32,0.009,0.148,0.024,  4.66, 4.54,0.000,-21,  -9,-24,
,,0.962,0.306,7,0.179,0.184,0.030,  4.59, 4.48,0.000, 33,  36,-21,
,,0.232,0.047,27,0.014,0.203,0.032,  4.57, 4.45,0.000,-30,  18, 12,
,,0.473,0.095,19,0.035,0.238,0.037,  4.52, 4.40,0.000, 15, -54,-12,
,,0.695,0.146,14,0.065,0.407,0.063,  4.33, 4.24,0.000, 24, -81, 54,
,,0.788,0.167,12,0.085,0.587,0.098,  4.18, 4.09,0.000,  9,  54,  3,
,,0.979,0.335,6,0.211,0.780,0.161,  4.02, 3.94,0.000, -6, -18,-36,
,,0.473,0.095,19,0.035,0.804,0.170,  4.00, 3.92,0.000,-69, -51, -3,
,,0.398,0.082,21,0.028,0.817,0.173,  3.98, 3.90,0.000, -6, -45,-15,
,,0.788,0.167,12,0.085,0.821,0.173,  3.98, 3.90,0.000, 24, -63, 66,
,,0.979,0.335,6,0.211,0.841,0.177,  3.96, 3.88,0.000, 33,  21,-36,
,,0.979,0.335,6,0.211,0.855,0.183,  3.94, 3.87,0.000, 45,  15,  9,
,,0.938,0.291,8,0.152,0.910,0.223,  3.87, 3.80,0.000,-48,  15, 15,
,,0.962,0.306,7,0.179,0.924,0.229,  3.85, 3.78,0.000,  0, -63,-36,
,,0.648,0.133,15,0.057,0.931,0.234,  3.84, 3.77,0.000, 48,  -9,-27,
,,,,,,1.000,0.653,  3.37, 3.32,0.000, 48,  -9,-39,
,,0.648,0.133,15,0.057,0.949,0.258,  3.80, 3.73,0.000,  0, -66, 63,
,,0.648,0.133,15,0.057,0.958,0.271,  3.78, 3.72,0.000, 33,  15,  9,
,,,,,,1.000,0.813,  3.25, 3.21,0.001, 33,  27,  6,
,,0.990,0.391,5,0.253,0.969,0.289,  3.75, 3.69,0.000, 66,  -3,-21,
,,0.962,0.306,7,0.179,0.982,0.326,  3.70, 3.64,0.000,-15, -81, 12,
,,0.788,0.167,12,0.085,0.988,0.355,  3.67, 3.61,0.000,-27, -72, -3,
,,,,,,1.000,0.649,  3.38, 3.33,0.000,-36, -72, -6,
,,0.742,0.161,13,0.074,0.995,0.390,  3.61, 3.55,0.000,-42, -18,-18,
,,0.962,0.306,7,0.179,0.995,0.398,  3.60, 3.54,0.000, 30, -21, 63,
