set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,13,0.000,0.000,81,0.000,0.000,0.000,  8.14, 7.57,0.000,-51,-54,  6,
,,0.000,0.000,88,0.000,0.000,0.000,  7.88, 7.36,0.000, -3,-51, 36,
,,,,,,0.000,0.037,  5.94, 5.70,0.000,  0,-51, 48,
,,,,,,0.002,0.087,  5.66, 5.45,0.000, 12,-54, 33,
,,0.000,0.000,34,0.000,0.000,0.000,  7.05, 6.66,0.000, 60,-30, -3,
,,0.000,0.000,26,0.000,0.000,0.001,  6.88, 6.52,0.000, 54,-48, 33,
,,0.000,0.000,22,0.000,0.000,0.001,  6.82, 6.47,0.000,-63,-45, 15,
,,0.000,0.000,22,0.000,0.000,0.002,  6.65, 6.33,0.000, 48, 18, 24,
,,0.000,0.009,8,0.004,0.000,0.012,  6.24, 5.97,0.000, 45, 12,-12,
,,0.000,0.004,10,0.002,0.000,0.035,  5.99, 5.75,0.000, -6,-60, 63,
,,0.000,0.009,8,0.004,0.000,0.037,  5.95, 5.71,0.000,-45, -3, 54,
,,0.000,0.004,10,0.002,0.001,0.055,  5.80, 5.58,0.000,-24,-75,-45,
,,0.000,0.013,7,0.006,0.001,0.055,  5.80, 5.58,0.000,-45,-39, 57,
,,0.001,0.019,6,0.010,0.001,0.076,  5.70, 5.49,0.000, 30, 36, 48,
,,0.000,0.004,10,0.002,0.009,0.317,  5.33, 5.15,0.000, 45,-45,  9,
,,,,,,0.018,0.487,  5.19, 5.03,0.000, 45,-36,  0,
