set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,48,0.000,0.000,435,0.000,0.000,0.000,  8.14, 7.57,0.000,-51,-54,  6,
,,,,,,0.000,0.000,  6.82, 6.47,0.000,-63,-45, 15,
,,,,,,0.035,0.009,  5.05, 4.89,0.000,-54,-42, -3,
,,0.000,0.000,381,0.000,0.000,0.000,  7.88, 7.36,0.000, -3,-51, 36,
,,,,,,0.000,0.000,  5.99, 5.75,0.000, -6,-60, 63,
,,,,,,0.000,0.000,  5.94, 5.70,0.000,  0,-51, 48,
,,0.000,0.000,433,0.000,0.000,0.000,  7.05, 6.66,0.000, 60,-30, -3,
,,,,,,0.000,0.000,  6.88, 6.52,0.000, 54,-48, 33,
,,,,,,0.009,0.004,  5.33, 5.15,0.000, 45,-45,  9,
,,0.000,0.000,94,0.000,0.000,0.000,  6.65, 6.33,0.000, 48, 18, 24,
,,0.043,0.009,39,0.002,0.000,0.000,  6.24, 5.97,0.000, 45, 12,-12,
,,0.006,0.002,59,0.000,0.000,0.000,  5.95, 5.71,0.000,-45, -3, 54,
,,,,,,0.988,0.337,  3.75, 3.68,0.000,-54,  6, 45,
,,0.073,0.013,34,0.003,0.001,0.001,  5.86, 5.63,0.000, 39,-54, 27,
,,,,,,1.000,0.595,  3.44, 3.39,0.000, 30,-57, 30,
,,0.001,0.001,75,0.000,0.001,0.001,  5.80, 5.58,0.000,-24,-75,-45,
,,0.004,0.001,63,0.000,0.001,0.001,  5.80, 5.58,0.000,-45,-39, 57,
,,0.004,0.001,64,0.000,0.001,0.001,  5.70, 5.49,0.000,  6, 15, 63,
,,0.000,0.000,110,0.000,0.001,0.001,  5.70, 5.49,0.000, 30, 36, 48,
,,,,,,0.956,0.264,  3.86, 3.79,0.000, 33, 15, 57,
,,,,,,0.968,0.279,  3.83, 3.76,0.000, 42,  0, 57,
,,0.016,0.004,49,0.001,0.003,0.001,  5.58, 5.38,0.000,  3,-60,  9,
,,0.026,0.005,44,0.001,0.007,0.003,  5.39, 5.21,0.000,-45,-15,  6,
,,0.113,0.018,30,0.005,0.010,0.004,  5.31, 5.14,0.000, -3, 15, 18,
,,0.000,0.000,118,0.000,0.025,0.007,  5.12, 4.96,0.000, 15,-72,-42,
,,,,,,0.535,0.095,  4.29, 4.20,0.000, 27,-63,-54,
,,,,,,0.998,0.405,  3.64, 3.58,0.000,  0,-72,-33,
,,0.014,0.004,50,0.001,0.032,0.008,  5.06, 4.91,0.000,-48, 18, 21,
,,0.001,0.001,76,0.000,0.055,0.013,  4.95, 4.80,0.000,  6, 30, 51,
,,,,,,0.136,0.023,  4.75, 4.62,0.000,  6, 39, 54,
,,0.066,0.012,35,0.003,0.077,0.016,  4.87, 4.74,0.000,-27, 33, 54,
,,,,,,0.997,0.400,  3.65, 3.59,0.000,-30, 21, 57,
,,,,,,1.000,0.677,  3.36, 3.31,0.000,-39, 12, 57,
,,0.126,0.019,29,0.006,0.117,0.022,  4.78, 4.65,0.000, -6, 57,-12,
,,0.048,0.009,38,0.002,0.175,0.029,  4.68, 4.55,0.000,-36, 15,-18,
,,,,,,0.565,0.101,  4.27, 4.17,0.000,-39,  3,-15,
,,0.101,0.017,31,0.005,0.188,0.031,  4.65, 4.53,0.000, 45,-75,-24,
,,0.304,0.050,21,0.016,0.195,0.031,  4.64, 4.52,0.000,-60,-18,  3,
,,0.419,0.067,18,0.024,0.252,0.041,  4.56, 4.45,0.000,-27,-30, 69,
,,0.019,0.004,47,0.001,0.266,0.042,  4.55, 4.43,0.000, 24, 48,  3,
,,,,,,0.992,0.354,  3.72, 3.66,0.000, 21, 39,  9,
