set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.941,2,0.975,0.886,7,0.808,0.952,0.703,  3.32, 3.25,0.001,-15,  9,44,
,,0.982,0.886,3,0.886,0.959,0.703,  3.30, 3.23,0.001,-54,-36,52,
