set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,2,0.002,0.046,8,0.046,0.000,0.006,  6.20, 5.93,0.000, 15,39, 6,
,,0.002,0.046,8,0.046,0.006,0.160,  5.32, 5.14,0.000, -6,30, 9,
