set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,56,0.000,0.000,94,0.000,0.000,0.000,  7.18, 6.77,0.000,-21,-78, 45,
,,,,,,0.028,0.018,  5.09, 4.93,0.000,-12,-72, 51,
,,,,,,0.980,0.327,  3.78, 3.71,0.000,-21,-66, 54,
,,0.097,0.024,32,0.005,0.000,0.001,  6.14, 5.88,0.000, 39, 54, 30,
,,,,,,0.994,0.377,  3.69, 3.63,0.000, 24, 66, 24,
,,0.000,0.000,186,0.000,0.000,0.002,  5.98, 5.74,0.000, -6, 18, 42,
,,,,,,0.006,0.010,  5.41, 5.22,0.000,  6, 33, 30,
,,,,,,0.216,0.068,  4.60, 4.49,0.000, 21, 12, 33,
,,0.011,0.004,54,0.000,0.001,0.005,  5.70, 5.49,0.000, 54,-15, -9,
,,,,,,0.968,0.295,  3.82, 3.75,0.000, 48,-18,  0,
,,0.002,0.001,76,0.000,0.004,0.010,  5.49, 5.30,0.000, 36,-15, 45,
,,,,,,1.000,0.593,  3.41, 3.36,0.000, 45,-24, 45,
,,0.108,0.026,31,0.005,0.006,0.010,  5.42, 5.24,0.000, 18,-18, 27,
,,0.000,0.000,305,0.000,0.008,0.011,  5.35, 5.17,0.000,-21,-30, 51,
,,,,,,0.016,0.014,  5.22, 5.05,0.000, -6,-18, 48,
,,,,,,0.016,0.014,  5.21, 5.05,0.000,  3,-24, 51,
,,0.120,0.028,30,0.006,0.009,0.011,  5.33, 5.16,0.000, 60, 24,  3,
,,0.014,0.005,51,0.001,0.014,0.014,  5.24, 5.07,0.000,-21,-21, 69,
,,,,,,1.000,0.530,  3.48, 3.43,0.000,-12,-15, 78,
,,0.031,0.009,43,0.001,0.033,0.019,  5.06, 4.90,0.000,-12, 12, 72,
,,0.391,0.080,19,0.022,0.076,0.037,  4.88, 4.74,0.000, 21,-30, 21,
,,0.021,0.007,47,0.001,0.093,0.040,  4.83, 4.70,0.000, 27,-30, 54,
,,,,,,0.733,0.163,  4.12, 4.04,0.000, 39,-33, 48,
,,0.285,0.063,22,0.015,0.093,0.040,  4.83, 4.70,0.000, -6, 42,  6,
,,0.149,0.032,28,0.007,0.115,0.045,  4.79, 4.66,0.000,  3, 51, -6,
,,0.087,0.023,33,0.004,0.147,0.055,  4.72, 4.59,0.000, 45, 27, 27,
,,0.956,0.296,7,0.142,0.152,0.055,  4.71, 4.58,0.000, 45,-60, 57,
