set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,21,0.000,0.000,15,0.000,0.000,0.000,  8.31, 7.20,0.000, 51,-30, 54,
,,,,,,0.001,0.112,  5.96, 5.49,0.000, 45,-33, 60,
,,0.000,0.000,104,0.000,0.000,0.000,  8.10, 7.06,0.000,  0, 42, 36,
,,,,,,0.000,0.003,  7.34, 6.53,0.000, -3, 36, 57,
,,,,,,0.000,0.036,  6.48, 5.89,0.000,-12, 45, 45,
,,0.000,0.000,8,0.000,0.000,0.001,  7.71, 6.80,0.000,-51, 15, -9,
,,0.000,0.000,18,0.000,0.000,0.001,  7.62, 6.73,0.000, 33, -6, 63,
,,0.000,0.000,18,0.000,0.000,0.002,  7.53, 6.67,0.000,  3,-78, 33,
,,0.000,0.000,56,0.000,0.000,0.002,  7.39, 6.57,0.000,-48,  0, 39,
,,,,,,0.000,0.008,  6.99, 6.27,0.000,-51,  3, 24,
,,,,,,0.000,0.024,  6.60, 5.98,0.000,-48,  3, 48,
,,0.000,0.000,10,0.000,0.000,0.006,  7.12, 6.37,0.000,-39,-66, 51,
,,0.000,0.000,13,0.000,0.000,0.007,  7.05, 6.32,0.000,  0, 15, 45,
,,0.000,0.000,11,0.000,0.000,0.020,  6.69, 6.05,0.000,-45, 21, 21,
,,0.000,0.000,6,0.000,0.000,0.020,  6.66, 6.03,0.000,-12,-84,-27,
,,0.000,0.000,5,0.000,0.000,0.020,  6.65, 6.02,0.000, -9, 24,  3,
,,0.000,0.000,20,0.000,0.000,0.031,  6.52, 5.93,0.000,-24, 60, 18,
,,,,,,0.001,0.116,  5.95, 5.48,0.000,-27, 45, 15,
,,,,,,0.007,0.317,  5.57, 5.18,0.000,-30, 60,  6,
,,0.000,0.000,8,0.000,0.000,0.060,  6.22, 5.69,0.000,  3,-78, 12,
,,0.000,0.000,6,0.000,0.001,0.082,  6.10, 5.60,0.000,-57,-45, 15,
,,0.000,0.000,5,0.000,0.001,0.085,  6.08, 5.58,0.000,-18, 54, 27,
,,0.000,0.000,19,0.000,0.001,0.093,  6.05, 5.56,0.000,-54,-33, 48,
,,,,,,0.001,0.103,  5.99, 5.51,0.000,-51,-39, 54,
,,0.000,0.000,7,0.000,0.001,0.096,  6.03, 5.55,0.000,-24, 21, 57,
,,,,,,0.004,0.215,  5.71, 5.29,0.000,-30, 27, 51,
,,0.000,0.000,6,0.000,0.002,0.120,  5.92, 5.46,0.000, 27, 27, 54,
,,0.000,0.000,10,0.000,0.002,0.120,  5.91, 5.45,0.000,-27, 45, 33,
,,0.000,0.000,8,0.000,0.002,0.132,  5.87, 5.42,0.000, 12,-57,  0,
,,0.000,0.000,6,0.000,0.008,0.341,  5.55, 5.16,0.000, 18,  3, 72,
