set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,13,0.000,0.000,34,0.000,0.000,0.000,  9.45,  Inf,0.000, 51,-72,-24,
,,,,,,0.000,0.052,  6.80, 6.14,0.000, 57,-63,-27,
,,0.000,0.000,6,0.000,0.000,0.000,  8.91, 7.61,0.000,-24,-33, -3,
,,0.000,0.000,12,0.000,0.000,0.000,  8.77, 7.52,0.000,  0,-15,  3,
,,0.000,0.000,10,0.000,0.000,0.001,  8.01, 7.01,0.000, 15, 33, 27,
,,0.000,0.000,12,0.000,0.000,0.001,  7.92, 6.94,0.000,-15, -6, -9,
,,,,,,0.000,0.096,  6.57, 5.96,0.000, -6, -6, -9,
,,0.000,0.000,15,0.000,0.000,0.002,  7.85, 6.90,0.000,-39,-24, 21,
,,0.000,0.000,6,0.000,0.000,0.020,  7.16, 6.40,0.000,  6, 42,-27,
,,0.000,0.000,15,0.000,0.000,0.020,  7.13, 6.39,0.000, 36,-33,-27,
,,,,,,0.000,0.020,  7.11, 6.37,0.000, 30,-30,-33,
,,0.000,0.000,12,0.000,0.000,0.020,  7.10, 6.36,0.000, 18,-33,  6,
,,0.000,0.000,5,0.000,0.000,0.049,  6.82, 6.16,0.000, 63, 12, 30,
,,,,,,0.000,0.217,  6.22, 5.69,0.000, 63, 18, 24,
,,0.000,0.000,5,0.000,0.000,0.053,  6.78, 6.12,0.000, 57, 39,  9,
,,,,,,0.001,0.344,  6.05, 5.56,0.000, 57, 33,  3,
,,0.000,0.000,6,0.000,0.000,0.105,  6.53, 5.94,0.000,-15,  9,-21,
,,,,,,0.000,0.231,  6.18, 5.66,0.000,-12,  3,-27,
,,0.000,0.000,6,0.000,0.000,0.113,  6.49, 5.91,0.000,  9,-27,-12,
