set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.765,3,0.803,0.665,14,0.162,0.503,0.555,  4.07, 3.99,0.000,-33,-66,27,
,,0.943,0.665,8,0.285,0.820,0.635,  3.78, 3.72,0.000, 15, 30,30,
,,0.881,0.665,11,0.212,0.990,0.635,  3.44, 3.39,0.000, 21, 36,27,
,,,,,,0.992,0.635,  3.42, 3.37,0.000, 24, 39,36,
