set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.765,3,0.972,0.731,6,0.355,0.173,0.208,  4.45, 4.34,0.000, 15, 39,  3,
,,0.192,0.149,43,0.021,0.564,0.267,  4.02, 3.94,0.000,  9,-45,-51,
,,,,,,0.647,0.267,  3.95, 3.87,0.000,  0,-51,-39,
,,,,,,0.705,0.267,  3.89, 3.82,0.000, -6,-48,-45,
,,0.959,0.731,7,0.317,0.979,0.527,  3.50, 3.45,0.000, -6,  9, -6,
