set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,8,0.000,0.000,241,0.000,0.000,0.000,  9.64,  Inf,0.000,-48, 18, 18,
,,,,,,0.000,0.000,  9.28,  Inf,0.000,-30, 24,  0,
,,,,,,0.000,0.000,  8.72,  Inf,0.000,-51, 12, -3,
,,0.000,0.000,109,0.000,0.000,0.000,  8.01, 7.47,0.000,  0, 39, 39,
,,,,,,0.000,0.000,  7.97, 7.43,0.000,  0, 18, 45,
,,0.000,0.000,49,0.000,0.000,0.000,  7.54, 7.08,0.000,-45,-60, 15,
,,0.000,0.000,17,0.000,0.000,0.000,  7.50, 7.04,0.000,-57,-42, -6,
,,0.000,0.000,23,0.000,0.000,0.000,  7.26, 6.84,0.000,  0, 15, 57,
,,0.000,0.000,68,0.000,0.000,0.001,  7.13, 6.73,0.000, 39, 21, -6,
,,,,,,0.000,0.002,  6.79, 6.44,0.000, 30, 24, -3,
,,,,,,0.001,0.187,  5.85, 5.62,0.000, 51, 15, -3,
,,0.000,0.000,15,0.000,0.000,0.001,  7.07, 6.69,0.000,-45, 39,  0,
,,0.000,0.001,10,0.000,0.000,0.001,  7.04, 6.65,0.000, -9,  0, 72,
