set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,13,0.000,0.000,304,0.000,0.000,0.000,  9.64,  Inf,0.000,-48, 18, 18,
,,,,,,0.000,0.000,  9.28,  Inf,0.000,-30, 24,  0,
,,,,,,0.000,0.000,  8.72,  Inf,0.000,-51, 12, -3,
,,0.000,0.000,185,0.000,0.000,0.000,  8.01, 7.47,0.000,  0, 39, 39,
,,,,,,0.000,0.000,  7.97, 7.43,0.000,  0, 18, 45,
,,,,,,0.000,0.000,  7.26, 6.84,0.000,  0, 15, 57,
,,0.000,0.000,68,0.000,0.000,0.000,  7.54, 7.08,0.000,-45,-60, 15,
,,0.000,0.000,24,0.000,0.000,0.000,  7.50, 7.04,0.000,-57,-42, -6,
,,0.000,0.000,111,0.000,0.000,0.000,  7.13, 6.73,0.000, 39, 21, -6,
,,,,,,0.000,0.000,  6.79, 6.44,0.000, 30, 24, -3,
,,,,,,0.001,0.038,  5.85, 5.62,0.000, 51, 15, -3,
,,0.000,0.000,23,0.000,0.000,0.000,  7.07, 6.69,0.000,-45, 39,  0,
,,0.000,0.000,17,0.000,0.000,0.000,  7.04, 6.65,0.000, -9,  0, 72,
,,0.000,0.002,12,0.001,0.000,0.017,  6.05, 5.80,0.000,  9, 15, 66,
,,,,,,0.021,0.498,  5.16, 5.00,0.000, 12,  6, 72,
,,0.001,0.022,6,0.011,0.000,0.019,  6.02, 5.77,0.000,-15, -3, 18,
,,0.000,0.004,10,0.002,0.000,0.019,  6.01, 5.76,0.000,-15,  9,  6,
,,0.000,0.010,8,0.004,0.002,0.072,  5.69, 5.48,0.000,-45,  0, 45,
,,0.001,0.032,5,0.019,0.004,0.184,  5.47, 5.28,0.000,  3,-39,-15,
,,0.001,0.032,5,0.019,0.009,0.282,  5.34, 5.16,0.000, 33, -6, 66,
,,,,,,0.025,0.567,  5.11, 4.96,0.000, 39, -3, 60,
