set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.003,3,0.053,0.393,16,0.051,0.000,0.002,  5.42, 5.24,0.000,-54, 24, -9,
,,0.239,0.625,5,0.254,0.019,0.073,  4.38, 4.28,0.000,-30,-81,-36,
,,0.100,0.393,11,0.098,0.135,0.347,  3.81, 3.74,0.000, 51,-27, 39,
