set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.788,5,0.634,0.491,122,0.152,0.334,0.308,  4.15, 4.03,0.000,  9, 24,26,
,,0.727,0.491,98,0.196,0.604,0.351,  3.89, 3.78,0.000,-39,-22,50,
,,0.968,0.853,25,0.520,0.984,0.929,  3.34, 3.27,0.001,-51,-26,57,
,,0.992,0.853,8,0.736,0.996,0.929,  3.22, 3.16,0.001, -3, 27,28,
,,0.996,0.853,3,0.853,0.998,0.929,  3.18, 3.12,0.001, -6, 21,26,
