set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.646,6,0.960,0.862,29,0.485,0.737,0.805,  3.76, 3.67,0.000, 28, 40,  9,
,,0.927,0.862,42,0.396,0.960,0.805,  3.44, 3.37,0.000,-27,-62, 14,
,,0.957,0.862,30,0.477,0.969,0.805,  3.41, 3.34,0.000,  8,  3, 21,
,,0.991,0.862,9,0.718,0.983,0.805,  3.35, 3.28,0.001, 48, 36, 27,
,,0.988,0.862,12,0.669,0.993,0.805,  3.27, 3.20,0.001,-34,-69, -6,
,,0.998,0.926,1,0.926,0.995,0.805,  3.24, 3.18,0.001, -9,  8, 28,
