set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,39,0.000,0.000,917,0.000,0.000,0.000, 11.94,  Inf,0.000, -3,-75, 30,
,,,,,,0.000,0.000, 11.25,  Inf,0.000,  6,-72, 27,
,,,,,,0.000,0.000,  7.90, 7.38,0.000, -3,-42, 21,
,,0.001,0.001,89,0.000,0.000,0.000,  6.99, 6.62,0.000,-57,-66, 15,
,,0.020,0.010,52,0.001,0.000,0.000,  6.47, 6.17,0.000,-33,-54, 33,
,,0.000,0.000,101,0.000,0.000,0.000,  6.03, 5.78,0.000, 33, 39, 48,
,,,,,,0.025,0.010,  5.11, 4.95,0.000, 48, 30, 42,
,,,,,,0.258,0.065,  4.51, 4.40,0.000, 48, 24, 48,
,,0.003,0.002,74,0.000,0.001,0.001,  5.80, 5.57,0.000, 57, 39, -3,
,,0.000,0.000,119,0.000,0.004,0.003,  5.48, 5.29,0.000,  0, 30, 21,
,,,,,,0.301,0.071,  4.46, 4.35,0.000,  3, 42,  9,
,,0.000,0.000,175,0.000,0.010,0.005,  5.30, 5.13,0.000,-51, -9,-27,
,,,,,,0.096,0.030,  4.80, 4.66,0.000,-30,-24,-27,
,,,,,,0.199,0.054,  4.59, 4.47,0.000,-42,-18,-18,
,,0.482,0.151,18,0.034,0.052,0.017,  4.95, 4.81,0.000, 36,-51, 36,
,,0.366,0.137,21,0.023,0.147,0.043,  4.68, 4.55,0.000,-30, 54, 33,
,,0.526,0.153,17,0.038,0.179,0.050,  4.62, 4.50,0.000,-60,-57, -9,
,,0.169,0.072,29,0.009,0.219,0.058,  4.56, 4.45,0.000,  6, 30, 51,
,,0.275,0.104,24,0.016,0.244,0.064,  4.53, 4.41,0.000, 63,-63, 12,
,,,,,,1.000,0.554,  3.50, 3.44,0.000, 54,-72, 15,
,,0.482,0.151,18,0.034,0.263,0.065,  4.50, 4.39,0.000,-18,-30,  3,
,,,,,,0.989,0.423,  3.68, 3.62,0.000,-12,-30, -3,
,,0.721,0.236,13,0.065,0.378,0.091,  4.38, 4.28,0.000,-12,-42, 72,
,,0.978,0.426,6,0.196,0.430,0.104,  4.33, 4.23,0.000,-42, 42, 36,
,,0.024,0.010,50,0.001,0.478,0.113,  4.29, 4.19,0.000, 39,-27,-18,
,,,,,,0.909,0.284,  3.89, 3.82,0.000, 36,-27,-27,
,,0.960,0.390,7,0.164,0.634,0.167,  4.16, 4.07,0.000, 24,-66, 66,
,,0.013,0.007,57,0.001,0.797,0.248,  4.02, 3.94,0.000, 39,-75, 30,
,,,,,,0.905,0.284,  3.90, 3.83,0.000, 36,-63, 33,
,,,,,,0.927,0.292,  3.87, 3.79,0.000, 36,-69, 39,
,,0.226,0.091,26,0.013,0.823,0.259,  4.00, 3.92,0.000, 57, -6,-33,
,,,,,,0.870,0.261,  3.95, 3.87,0.000, 57, -9,-24,
,,,,,,0.999,0.533,  3.53, 3.47,0.000, 48, -9,-30,
,,0.441,0.151,19,0.030,0.841,0.260,  3.98, 3.90,0.000, 39,  9, 60,
,,,,,,0.990,0.423,  3.68, 3.61,0.000, 33, 15, 63,
,,0.770,0.260,12,0.075,0.850,0.260,  3.97, 3.89,0.000,-45,-27, 66,
,,0.671,0.216,14,0.057,0.873,0.261,  3.94, 3.87,0.000, 36, 33,-21,
,,,,,,0.999,0.543,  3.51, 3.45,0.000, 42, 42,-18,
,,0.960,0.390,7,0.164,0.881,0.261,  3.93, 3.86,0.000,-36, 42,-21,
,,0.441,0.151,19,0.030,0.919,0.289,  3.88, 3.81,0.000,-48, 12, 39,
,,,,,,0.992,0.431,  3.66, 3.60,0.000,-51, 24, 39,
,,,,,,1.000,0.570,  3.47, 3.42,0.000,-45, 24, 48,
,,0.960,0.390,7,0.164,0.921,0.289,  3.88, 3.80,0.000,-27,-72, 45,
,,0.861,0.308,10,0.101,0.931,0.292,  3.86, 3.79,0.000, 33,-42, -3,
,,,,,,1.000,0.554,  3.49, 3.44,0.000, 24,-42, -6,
,,0.934,0.390,8,0.139,0.933,0.292,  3.86, 3.78,0.000,-48, 30,-18,
,,0.960,0.390,7,0.164,0.945,0.307,  3.83, 3.76,0.000,-21, 57, -3,
,,0.526,0.153,17,0.038,0.977,0.382,  3.74, 3.68,0.000,  3, 15, 39,
,,0.861,0.308,10,0.101,0.985,0.407,  3.71, 3.65,0.000, 15, 60,-18,
,,0.990,0.460,5,0.236,0.987,0.420,  3.70, 3.63,0.000,-15,-39,-51,
,,0.960,0.390,7,0.164,0.993,0.431,  3.65, 3.59,0.000,  0,-75,-21,
,,,,,,1.000,0.661,  3.39, 3.34,0.000,  3,-69,-27,
,,0.817,0.288,11,0.087,0.995,0.460,  3.62, 3.56,0.000, 36,-93, -6,
,,0.990,0.460,5,0.236,0.997,0.484,  3.60, 3.54,0.000,-54,-60,-45,
,,0.990,0.460,5,0.236,0.997,0.484,  3.59, 3.53,0.000, 18,-51,-30,
,,0.901,0.346,9,0.118,0.998,0.504,  3.56, 3.51,0.000,-39,-90,-15,
,,0.978,0.426,6,0.196,1.000,0.603,  3.44, 3.39,0.000, 54,-30, 24,
,,0.990,0.460,5,0.236,1.000,0.626,  3.42, 3.37,0.000, 51,-18, 12,
,,0.978,0.426,6,0.196,1.000,0.728,  3.33, 3.28,0.001, 18,-33,-48,
