set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,8,0.000,0.000,270,0.000,0.000,0.000, 11.94,  Inf,0.000, -3,-75, 30,
,,,,,,0.000,0.000, 11.25,  Inf,0.000,  6,-72, 27,
,,0.000,0.000,138,0.000,0.000,0.000,  7.90, 7.38,0.000, -3,-42, 21,
,,,,,,0.000,0.000,  7.84, 7.32,0.000, -6,-27, 27,
,,,,,,0.000,0.003,  6.45, 6.15,0.000,  6,-18, 27,
,,0.000,0.000,29,0.000,0.000,0.000,  6.99, 6.62,0.000,-57,-66, 15,
,,0.000,0.004,11,0.002,0.000,0.003,  6.47, 6.17,0.000,-33,-54, 33,
,,0.000,0.004,11,0.002,0.000,0.015,  6.03, 5.78,0.000, 33, 39, 48,
,,0.000,0.004,11,0.002,0.001,0.042,  5.80, 5.57,0.000, 57, 39, -3,
,,0.001,0.016,7,0.010,0.001,0.061,  5.70, 5.48,0.000,  6,-57, 27,
,,,,,,0.029,0.664,  5.07, 4.92,0.000,  9,-51, 18,
,,0.001,0.022,6,0.016,0.010,0.283,  5.30, 5.13,0.000,-51, -9,-27,
