set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,45,0.000,0.000,420,0.000,0.000,0.000,  7.79, 7.28,0.000, -6, 36, 48,
,,,,,,0.000,0.000,  6.28, 6.00,0.000, -9, 48, 24,
,,,,,,0.001,0.001,  5.83, 5.61,0.000, 12, 42, 51,
,,0.000,0.000,214,0.000,0.000,0.000,  7.74, 7.25,0.000, 42,  6, 27,
,,,,,,0.150,0.032,  4.71, 4.59,0.000, 39, 24, 21,
,,,,,,0.566,0.089,  4.26, 4.17,0.000, 51,  6, 36,
,,0.002,0.001,74,0.000,0.000,0.000,  7.61, 7.13,0.000,-45, 39, -3,
,,0.042,0.010,40,0.002,0.000,0.000,  6.83, 6.48,0.000,-42, 48, 30,
,,,,,,0.015,0.008,  5.23, 5.06,0.000,-36, 54, 30,
,,,,,,0.142,0.031,  4.73, 4.60,0.000,-48, 27, 42,
,,0.000,0.000,317,0.000,0.000,0.000,  6.51, 6.20,0.000,-51,-21,-12,
,,,,,,0.001,0.001,  5.79, 5.56,0.000,-54,-42,-12,
,,,,,,0.077,0.023,  4.87, 4.74,0.000,-30,-42, -3,
,,0.977,0.338,6,0.171,0.000,0.000,  6.14, 5.88,0.000,-30, 36, 51,
,,0.004,0.001,65,0.000,0.000,0.000,  6.08, 5.83,0.000, 18,-57, 30,
,,,,,,0.997,0.373,  3.64, 3.58,0.000, 18,-63, 42,
,,0.038,0.010,41,0.002,0.001,0.001,  5.72, 5.50,0.000, 42, 33, -3,
,,,,,,0.999,0.414,  3.57, 3.52,0.000, 45, 42, -9,
,,0.000,0.000,102,0.000,0.003,0.003,  5.53, 5.33,0.000,  0,-66, 60,
,,,,,,0.066,0.022,  4.91, 4.77,0.000,  9,-63, 66,
,,,,,,0.705,0.113,  4.15, 4.06,0.000,  6,-75, 51,
,,0.000,0.000,113,0.000,0.005,0.004,  5.44, 5.25,0.000,  3, 57, -9,
,,,,,,0.171,0.033,  4.68, 4.55,0.000, -6, 60, -3,
,,,,,,0.281,0.046,  4.52, 4.41,0.000,  3, 69,  9,
,,0.000,0.000,187,0.000,0.006,0.004,  5.41, 5.23,0.000, 21,-27, 72,
,,,,,,0.007,0.005,  5.38, 5.20,0.000, 30,-30, 66,
,,,,,,0.016,0.008,  5.21, 5.04,0.000, 21,-39, 75,
,,0.792,0.216,11,0.071,0.008,0.005,  5.35, 5.17,0.000, 39, 54, 30,
,,,,,,0.171,0.033,  4.68, 4.55,0.000, 33, 54, 36,
,,,,,,0.421,0.068,  4.38, 4.28,0.000, 39, 48, 36,
,,0.888,0.234,9,0.099,0.033,0.014,  5.06, 4.90,0.000, 33, 42, 48,
,,,,,,0.129,0.030,  4.76, 4.63,0.000, 39, 42, 42,
,,,,,,0.925,0.193,  3.92, 3.84,0.000, 33, 48, 42,
,,0.051,0.012,38,0.002,0.036,0.014,  5.04, 4.89,0.000,-48, 18, 18,
,,0.057,0.012,37,0.003,0.046,0.016,  4.99, 4.84,0.000, 60,-21, 27,
,,,,,,1.000,0.542,  3.44, 3.39,0.000, 48,-27, 36,
,,0.000,0.000,147,0.000,0.082,0.023,  4.86, 4.72,0.000, 36,-60, -6,
,,,,,,0.186,0.035,  4.65, 4.53,0.000, 45,-63,-12,
,,,,,,0.232,0.040,  4.59, 4.47,0.000, 39,-45, -6,
,,0.843,0.229,10,0.084,0.099,0.026,  4.82, 4.68,0.000,-33, 18, -3,
,,0.184,0.037,26,0.009,0.109,0.027,  4.80, 4.67,0.000,  9,-15, 57,
,,0.000,0.000,104,0.000,0.130,0.030,  4.75, 4.63,0.000,  0,-66, 24,
,,,,,,0.134,0.030,  4.75, 4.62,0.000,-12,-48, 24,
,,,,,,0.182,0.035,  4.66, 4.54,0.000,-12,-63, 27,
,,0.430,0.098,18,0.025,0.210,0.038,  4.61, 4.50,0.000, 51,-30, 51,
,,0.000,0.000,136,0.000,0.248,0.042,  4.56, 4.45,0.000,-21, 24, 24,
,,,,,,0.330,0.054,  4.47, 4.36,0.000,-21,  0, 30,
,,,,,,0.344,0.055,  4.46, 4.35,0.000,-30, 30,  9,
,,0.926,0.264,8,0.118,0.262,0.044,  4.55, 4.43,0.000,-60,  6, 36,
,,0.575,0.137,15,0.039,0.317,0.052,  4.48, 4.38,0.000, 51,-75,-39,
,,0.792,0.216,11,0.071,0.399,0.064,  4.40, 4.30,0.000, 15,  3, 33,
