set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.945,2,0.926,0.586,8,0.118,0.840,0.853,  4.03, 3.95,0.000,-33,-81,-21,
,,0.739,0.586,12,0.061,0.957,0.853,  3.85, 3.78,0.000, 66,-12, 24,
