set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,14,0.000,0.000,273,0.000,0.000,0.000,  9.21,  Inf,0.000,-30, 42, 33,
,,,,,,0.000,0.000,  8.91,  Inf,0.000,-30, 42, 24,
,,,,,,0.000,0.000,  8.58,  Inf,0.000,-30, 54, 15,
,,0.000,0.000,122,0.000,0.000,0.000,  8.08, 7.52,0.000,  0, 27, 33,
,,,,,,0.000,0.000,  7.52, 7.06,0.000, -3, 12, 42,
,,,,,,0.000,0.017,  6.08, 5.83,0.000, -9, 33, 21,
,,0.000,0.000,31,0.000,0.000,0.000,  7.89, 7.37,0.000,-18,  6, 69,
,,0.000,0.000,148,0.000,0.000,0.000,  7.64, 7.16,0.000,  0,-57, 39,
,,,,,,0.000,0.000,  7.19, 6.78,0.000,  3,-48, 51,
,,,,,,0.001,0.048,  5.81, 5.58,0.000,  0,-27, 45,
,,0.000,0.000,34,0.000,0.000,0.000,  7.13, 6.73,0.000, 24, 39, 24,
,,,,,,0.000,0.009,  6.24, 5.97,0.000, 30, 42, 30,
,,0.000,0.001,15,0.000,0.000,0.001,  6.65, 6.32,0.000, 39, 42,-18,
,,0.000,0.002,13,0.001,0.000,0.007,  6.31, 6.03,0.000,-48,-60, 51,
,,0.000,0.004,10,0.002,0.000,0.009,  6.22, 5.95,0.000, -9,-24, 21,
,,0.001,0.020,6,0.011,0.000,0.026,  5.97, 5.73,0.000, 51, 39, 18,
,,0.000,0.005,9,0.003,0.000,0.026,  5.96, 5.72,0.000, 15,  9, 69,
,,0.000,0.002,12,0.001,0.001,0.037,  5.87, 5.64,0.000,-30, -6, 63,
,,0.000,0.004,10,0.002,0.001,0.075,  5.70, 5.48,0.000, 24,-15,-24,
,,0.000,0.005,9,0.003,0.003,0.144,  5.53, 5.33,0.000, 33,-78,-39,
,,0.001,0.030,5,0.018,0.004,0.157,  5.49, 5.30,0.000,-15,-63, 57,
