set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,8,0.000,0.000,224,0.000,0.000,0.000,  9.21,  Inf,0.000,-30, 42, 33,
,,,,,,0.000,0.000,  8.91,  Inf,0.000,-30, 42, 24,
,,,,,,0.000,0.000,  8.58,  Inf,0.000,-30, 54, 15,
,,0.000,0.000,69,0.000,0.000,0.000,  8.08, 7.52,0.000,  0, 27, 33,
,,,,,,0.000,0.000,  7.52, 7.06,0.000, -3, 12, 42,
,,,,,,0.003,0.838,  5.54, 5.34,0.000,  0,  0, 42,
,,0.000,0.000,20,0.000,0.000,0.000,  7.89, 7.37,0.000,-18,  6, 69,
,,0.000,0.000,99,0.000,0.000,0.000,  7.64, 7.16,0.000,  0,-57, 39,
,,,,,,0.000,0.001,  7.19, 6.78,0.000,  3,-48, 51,
,,,,,,0.001,0.278,  5.81, 5.58,0.000,  0,-27, 45,
,,0.000,0.000,23,0.000,0.000,0.001,  7.13, 6.73,0.000, 24, 39, 24,
,,,,,,0.000,0.054,  6.24, 5.97,0.000, 30, 42, 30,
,,0.000,0.018,5,0.008,0.000,0.008,  6.65, 6.32,0.000, 39, 42,-18,
,,0.000,0.007,7,0.002,0.000,0.043,  6.31, 6.03,0.000,-48,-60, 51,
,,0.000,0.011,6,0.004,0.000,0.102,  6.08, 5.83,0.000, -9, 33, 21,
