set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,45,0.000,0.000,257,0.000,0.000,0.000,  8.19, 7.61,0.000,-39,-66, 48,
,,,,,,0.000,0.000,  6.08, 5.83,0.000,-42,-51, 33,
,,,,,,0.015,0.004,  5.21, 5.05,0.000,-24,-75, 45,
,,0.000,0.000,165,0.000,0.000,0.000,  7.69, 7.20,0.000,-48, 21, 21,
,,,,,,0.000,0.000,  7.46, 7.01,0.000,-51,  6, 36,
,,,,,,0.303,0.052,  4.44, 4.34,0.000,-36, 24, 18,
,,0.000,0.000,736,0.000,0.000,0.000,  7.41, 6.97,0.000, -3, 33, 42,
,,,,,,0.000,0.000,  7.11, 6.71,0.000,-18, 48, 33,
,,,,,,0.000,0.000,  6.90, 6.53,0.000,-24, 60,  9,
,,0.064,0.019,41,0.004,0.000,0.000,  7.22, 6.81,0.000,  6,-96, 24,
,,0.000,0.000,187,0.000,0.000,0.000,  6.67, 6.34,0.000,-48,-54,-27,
,,,,,,0.461,0.082,  4.29, 4.19,0.000,-54,-69,-36,
,,,,,,0.959,0.277,  3.78, 3.71,0.000,-51,-36,-12,
,,0.005,0.002,71,0.000,0.000,0.000,  6.41, 6.12,0.000, -9,  6, 15,
,,0.000,0.000,120,0.000,0.000,0.000,  5.99, 5.75,0.000, -3,-24,  9,
,,,,,,0.001,0.000,  5.89, 5.66,0.000, -6,-36,  0,
,,,,,,0.002,0.001,  5.66, 5.45,0.000,  6,-36,  6,
,,0.049,0.015,44,0.003,0.000,0.000,  5.97, 5.73,0.000, 33,-90,-24,
,,0.000,0.000,205,0.000,0.001,0.001,  5.78, 5.56,0.000,-42,-69, 18,
,,,,,,0.057,0.012,  4.92, 4.78,0.000,-33,-75, 24,
,,,,,,0.477,0.083,  4.27, 4.18,0.000,-45,-81, 24,
,,0.000,0.000,147,0.000,0.002,0.001,  5.68, 5.47,0.000,-39, 42, -3,
,,,,,,0.012,0.004,  5.27, 5.10,0.000,-21, 15,-21,
,,,,,,0.368,0.065,  4.37, 4.27,0.000,-36, 48,-12,
,,0.014,0.005,59,0.001,0.002,0.001,  5.64, 5.44,0.000,  3,-69, 36,
,,,,,,0.045,0.010,  4.98, 4.83,0.000, -6,-69, 39,
,,0.000,0.000,241,0.000,0.003,0.001,  5.55, 5.36,0.000,  0,-75,-12,
,,,,,,0.073,0.014,  4.86, 4.72,0.000, 18,-60,-18,
,,,,,,0.132,0.025,  4.69, 4.57,0.000,  3,-69, -3,
,,0.208,0.053,28,0.013,0.008,0.003,  5.36, 5.18,0.000,  9,-75,-36,
,,0.025,0.009,52,0.001,0.011,0.004,  5.29, 5.11,0.000, 30, 63, 15,
,,,,,,0.060,0.012,  4.91, 4.77,0.000, 30, 60, 27,
,,0.009,0.004,64,0.001,0.011,0.004,  5.27, 5.10,0.000, 57,-69,-18,
,,,,,,0.423,0.075,  4.32, 4.22,0.000, 51,-51,-30,
,,0.027,0.009,51,0.001,0.039,0.009,  5.01, 4.86,0.000,-57,-57, -9,
,,,,,,0.782,0.156,  4.02, 3.94,0.000,-54,-66,  3,
,,0.119,0.032,34,0.007,0.058,0.012,  4.92, 4.77,0.000, 60,-66, 21,
,,0.001,0.000,100,0.000,0.124,0.024,  4.71, 4.59,0.000, 69,-30, 24,
,,,,,,0.271,0.046,  4.48, 4.37,0.000, 66,-45, 30,
,,,,,,0.829,0.172,  3.97, 3.90,0.000, 66,-33, 15,
,,0.429,0.116,20,0.030,0.183,0.034,  4.60, 4.48,0.000, -3, 66, 21,
,,0.076,0.021,39,0.004,0.222,0.042,  4.54, 4.43,0.000, 24,-27,-24,
,,,,,,0.981,0.320,  3.71, 3.65,0.000, 15,-24,-18,
,,,,,,1.000,0.784,  3.28, 3.23,0.001,  9,-12,-21,
,,0.509,0.135,18,0.038,0.250,0.044,  4.50, 4.39,0.000,-36, 21,-24,
,,0.785,0.233,12,0.083,0.252,0.044,  4.50, 4.39,0.000,-15, -9,-27,
,,0.937,0.340,8,0.150,0.473,0.083,  4.28, 4.18,0.000, 57, 21,  0,
,,0.228,0.056,27,0.014,0.483,0.083,  4.27, 4.18,0.000, 51,-81,  0,
,,0.785,0.233,12,0.083,0.517,0.089,  4.24, 4.15,0.000,-24, -9, -3,
,,0.785,0.233,12,0.083,0.570,0.101,  4.20, 4.11,0.000, -6,-54, 21,
,,0.552,0.140,17,0.043,0.619,0.112,  4.16, 4.07,0.000, 36, 42, 39,
,,,,,,0.668,0.125,  4.12, 4.03,0.000, 33, 42, 48,
,,0.208,0.053,28,0.013,0.677,0.125,  4.11, 4.03,0.000, 60,  0,  9,
,,,,,,0.993,0.373,  3.64, 3.58,0.000, 57,-12,  6,
,,0.830,0.259,11,0.096,0.734,0.143,  4.06, 3.98,0.000,  0,-45,-33,
