set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,6,0.000,0.000,20,0.000,0.000,0.000,  8.11, 7.54,0.000,-54, 36, 21,
,,,,,,0.000,0.015,  6.67, 6.34,0.000,-48, 42, 27,
,,0.000,0.000,22,0.000,0.000,0.000,  7.55, 7.09,0.000,-30,-75,-30,
,,,,,,0.002,0.582,  5.60, 5.40,0.000,-33,-72,-39,
,,0.000,0.000,27,0.000,0.000,0.000,  7.40, 6.96,0.000, 33,-66,-27,
,,,,,,0.000,0.027,  6.46, 6.16,0.000, 27,-75,-24,
,,0.000,0.000,30,0.000,0.000,0.015,  6.69, 6.36,0.000,  9, 18, 66,
,,0.000,0.013,8,0.003,0.000,0.150,  6.02, 5.77,0.000,  3, 54, 15,
,,0.000,0.030,6,0.008,0.000,0.150,  6.01, 5.76,0.000,-39, -6, 18,
