set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,,,,,0.477,0.085,  4.27, 4.18,0.000,-12,-51,  9,
,,0.001,0.001,98,0.000,0.269,0.053,  4.48, 4.37,0.000,  9,-12,  6,
,,,,,,0.469,0.085,  4.28, 4.19,0.000, 12,-18, 21,
,,,,,,0.648,0.116,  4.14, 4.05,0.000, 15,-12, 15,
,,0.937,0.367,8,0.150,0.275,0.054,  4.47, 4.36,0.000, 69, -6, 30,
,,0.907,0.345,9,0.128,0.326,0.063,  4.42, 4.31,0.000,  0,-72, 54,
,,0.907,0.345,9,0.128,0.336,0.063,  4.41, 4.30,0.000,-18, 60,-21,
,,0.990,0.450,5,0.250,0.342,0.063,  4.40, 4.30,0.000, -9, 21,-24,
,,0.785,0.269,12,0.083,0.381,0.071,  4.36, 4.26,0.000,  6,-81, 33,
,,0.468,0.144,19,0.034,0.392,0.072,  4.35, 4.25,0.000,  0,-51, 30,
,,0.597,0.187,16,0.049,0.412,0.075,  4.33, 4.23,0.000,-30,-54,  3,
,,,,,,0.637,0.116,  4.14, 4.06,0.000,-30,-42,  3,
,,0.091,0.033,37,0.005,0.427,0.076,  4.32, 4.22,0.000, 27,-78,-39,
,,,,,,0.563,0.104,  4.20, 4.11,0.000, 39,-69,-42,
,,,,,,1.000,0.729,  3.33, 3.28,0.001, 24,-78,-48,
,,0.962,0.373,7,0.176,0.476,0.085,  4.28, 4.18,0.000,-48, 48,-12,
,,0.871,0.320,10,0.111,0.489,0.087,  4.27, 4.17,0.000,  3,-69, 18,
,,0.509,0.151,18,0.038,0.507,0.090,  4.25, 4.16,0.000, -9,-42, 66,
,,0.979,0.403,6,0.209,0.581,0.106,  4.19, 4.10,0.000, 51, 51, -9,
,,0.173,0.059,30,0.010,0.629,0.116,  4.15, 4.06,0.000, 33,  9, 15,
,,,,,,0.968,0.309,  3.76, 3.69,0.000, 51, 15, 18,
,,0.962,0.373,7,0.176,0.644,0.116,  4.14, 4.05,0.000,-36,-30,-33,
,,0.109,0.038,35,0.006,0.668,0.121,  4.12, 4.03,0.000,  6, 36, 57,
,,,,,,0.967,0.309,  3.76, 3.69,0.000,  6, 30, 51,
,,0.644,0.205,15,0.056,0.726,0.137,  4.07, 3.99,0.000, 15,-15, 51,
,,0.907,0.345,9,0.128,0.729,0.137,  4.07, 3.98,0.000,-57,  3, -6,
,,0.979,0.403,6,0.209,0.731,0.137,  4.07, 3.98,0.000, 24, -9, 45,
,,0.962,0.373,7,0.176,0.768,0.149,  4.03, 3.95,0.000,-66,-57,  3,
,,0.429,0.134,20,0.030,0.896,0.219,  3.89, 3.82,0.000,-27,-57, 45,
,,,,,,0.968,0.309,  3.76, 3.69,0.000,-30,-45, 48,
,,0.937,0.367,8,0.150,0.953,0.290,  3.80, 3.73,0.000,-42,-87,-15,
,,0.393,0.129,21,0.027,0.960,0.299,  3.78, 3.71,0.000,-66,-33, -3,
,,,,,,0.999,0.555,  3.48, 3.43,0.000,-66,-18, -3,
,,,,,,1.000,0.744,  3.31, 3.27,0.001,-69,-27, -9,
,,0.937,0.367,8,0.150,0.965,0.308,  3.77, 3.70,0.000,-63,-42, 12,
,,0.962,0.373,7,0.176,0.970,0.310,  3.75, 3.69,0.000, 18,-72, 57,
,,0.937,0.367,8,0.150,0.979,0.338,  3.72, 3.66,0.000, 30, 30,  6,
,,,,,,0.998,0.491,  3.55, 3.49,0.000, 30, 30, -3,
,,0.979,0.403,6,0.209,0.988,0.382,  3.67, 3.61,0.000,  0,-12,-36,
,,0.962,0.373,7,0.176,0.990,0.386,  3.66, 3.60,0.000, 39,-15, 24,
,,0.962,0.373,7,0.176,0.990,0.386,  3.66, 3.60,0.000,-36,-39,-12,
,,0.962,0.373,7,0.176,0.990,0.386,  3.66, 3.60,0.000, 42,-27, 21,
,,0.871,0.320,10,0.111,0.992,0.404,  3.64, 3.58,0.000,  9,-18,-48,
,,0.990,0.450,5,0.250,0.993,0.408,  3.63, 3.57,0.000, 15, 27,-27,
,,0.979,0.403,6,0.209,0.998,0.489,  3.55, 3.50,0.000,  3,-27,-24,
,,,,,,1.000,0.919,  3.19, 3.15,0.001,  9,-30,-18,
,,0.990,0.450,5,0.250,0.999,0.517,  3.52, 3.47,0.000,-15,-81, 27,
,,0.990,0.450,5,0.250,0.999,0.553,  3.49, 3.43,0.000, 57,-63,-42,
,,0.979,0.403,6,0.209,1.000,0.571,  3.46, 3.41,0.000, 33, -6, 63,
