set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,15,0.000,0.000,56,0.000,0.000,0.000,  8.19, 7.61,0.000,-39,-66, 48,
,,,,,,0.000,0.021,  6.08, 5.83,0.000,-42,-51, 33,
,,0.000,0.001,21,0.000,0.000,0.000,  7.69, 7.20,0.000,-48, 21, 21,
,,0.000,0.001,18,0.000,0.000,0.000,  7.46, 7.01,0.000,-51,  6, 36,
,,0.000,0.000,100,0.000,0.000,0.000,  7.41, 6.97,0.000, -3, 33, 42,
,,,,,,0.000,0.029,  5.95, 5.71,0.000, -6, 27, 60,
,,,,,,0.000,0.029,  5.95, 5.71,0.000, -6, 39, 54,
,,0.000,0.002,15,0.001,0.000,0.000,  7.22, 6.81,0.000,  6,-96, 24,
,,0.000,0.000,22,0.000,0.000,0.000,  7.11, 6.71,0.000,-18, 48, 33,
,,0.000,0.001,19,0.000,0.000,0.001,  6.90, 6.53,0.000,-24, 60,  9,
,,0.000,0.000,32,0.000,0.000,0.002,  6.67, 6.34,0.000,-48,-54,-27,
,,0.000,0.002,14,0.001,0.000,0.005,  6.41, 6.12,0.000, -9,  6, 15,
,,0.000,0.001,19,0.000,0.000,0.029,  5.99, 5.75,0.000, -3,-24,  9,
,,,,,,0.001,0.034,  5.89, 5.66,0.000, -6,-36,  0,
,,0.000,0.005,11,0.003,0.000,0.029,  5.97, 5.73,0.000, 33,-90,-24,
,,0.001,0.036,6,0.019,0.001,0.048,  5.78, 5.56,0.000,-42,-69, 18,
,,0.000,0.005,11,0.003,0.002,0.069,  5.68, 5.47,0.000,-39, 42, -3,
,,0.002,0.049,5,0.030,0.002,0.076,  5.64, 5.44,0.000,  3,-69, 36,
,,0.002,0.049,5,0.030,0.011,0.315,  5.27, 5.10,0.000, 57,-69,-18,
