set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.944,2,0.871,0.442,10,0.111,0.669,0.479,  4.12, 4.03,0.000, 24,-24,-51,
,,0.597,0.394,16,0.049,0.957,0.680,  3.79, 3.72,0.000,  0,-12, 15,
