set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,12,0.000,0.000,24,0.000,0.000,0.000,  8.19, 7.61,0.000,-39,-66, 48,
,,0.000,0.000,16,0.000,0.000,0.000,  7.69, 7.20,0.000,-48, 21, 21,
,,0.000,0.001,13,0.000,0.000,0.000,  7.46, 7.01,0.000,-51,  6, 36,
,,0.000,0.000,36,0.000,0.000,0.000,  7.41, 6.97,0.000, -3, 33, 42,
,,,,,,0.000,0.162,  5.95, 5.71,0.000, -6, 39, 54,
,,,,,,0.000,0.162,  5.94, 5.70,0.000,-12, 42, 48,
,,0.000,0.002,11,0.001,0.000,0.001,  7.22, 6.81,0.000,  6,-96, 24,
,,0.000,0.000,15,0.000,0.000,0.001,  7.11, 6.71,0.000,-18, 48, 33,
,,0.000,0.000,15,0.000,0.000,0.003,  6.90, 6.53,0.000,-24, 60,  9,
,,0.000,0.000,20,0.000,0.000,0.009,  6.67, 6.34,0.000,-48,-54,-27,
,,0.000,0.006,8,0.003,0.000,0.029,  6.41, 6.12,0.000, -9,  6, 15,
,,0.000,0.008,7,0.005,0.000,0.119,  6.08, 5.83,0.000,-42,-51, 33,
,,0.000,0.008,7,0.005,0.000,0.162,  5.97, 5.73,0.000, 33,-90,-24,
,,0.000,0.013,6,0.008,0.001,0.190,  5.89, 5.66,0.000, -6,-36,  0,
