set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,51,0.000,0.000,218,0.000,0.000,0.000,  8.13, 7.57,0.000,-51, -21,-12,
,,,,,,0.000,0.000,  6.42, 6.12,0.000,-60, -21, -9,
,,,,,,0.114,0.024,  4.74, 4.61,0.000,-54, -42, -9,
,,0.003,0.001,80,0.000,0.000,0.000,  7.63, 7.15,0.000,-42,  48, 30,
,,,,,,0.000,0.000,  7.01, 6.63,0.000,-42,  42, 36,
,,,,,,0.000,0.000,  6.27, 5.99,0.000,-42,  54, 18,
,,0.000,0.000,106,0.000,0.000,0.000,  6.83, 6.48,0.000, 15, -60, 30,
,,0.001,0.000,94,0.000,0.000,0.000,  6.53, 6.22,0.000, 51, -78, 33,
,,,,,,0.012,0.006,  5.27, 5.09,0.000, 39, -84, 39,
,,,,,,0.173,0.035,  4.62, 4.50,0.000, 60, -66, 30,
,,0.000,0.000,214,0.000,0.000,0.000,  6.28, 6.00,0.000, 45, -12,-30,
,,,,,,0.006,0.004,  5.42, 5.24,0.000, 48, -21,-39,
,,,,,,0.843,0.201,  3.96, 3.88,0.000, 48,   3,-30,
,,0.000,0.000,230,0.000,0.000,0.000,  6.16, 5.90,0.000, 15,  39, 54,
,,,,,,0.002,0.002,  5.60, 5.39,0.000, -3,  36, 45,
,,,,,,0.360,0.065,  4.38, 4.28,0.000, 12,  30, 45,
,,0.000,0.000,362,0.000,0.001,0.001,  5.85, 5.62,0.000,-48,  42,  0,
,,,,,,0.002,0.002,  5.59, 5.39,0.000,-33,  36, -3,
,,,,,,0.004,0.003,  5.51, 5.32,0.000,-30,   9, 30,
,,0.000,0.000,235,0.000,0.001,0.002,  5.73, 5.51,0.000, 21, -24, 72,
,,,,,,0.022,0.009,  5.13, 4.97,0.000, 21, -39, 75,
,,,,,,0.069,0.017,  4.87, 4.73,0.000, 33, -27, 66,
,,0.000,0.000,128,0.000,0.001,0.002,  5.70, 5.48,0.000, -3,  54, -9,
,,,,,,0.032,0.010,  5.05, 4.90,0.000, -9,  60, -3,
,,,,,,0.609,0.116,  4.17, 4.08,0.000,  3,  66,  3,
,,0.000,0.000,130,0.000,0.002,0.002,  5.67, 5.46,0.000,-21, -54,  3,
,,,,,,0.053,0.014,  4.94, 4.80,0.000,-21, -48, -6,
,,,,,,0.181,0.037,  4.60, 4.49,0.000,-30, -42,  0,
,,0.000,0.000,129,0.000,0.002,0.002,  5.64, 5.43,0.000, 36,  27, 18,
,,,,,,0.044,0.013,  4.98, 4.84,0.000, 42,   9, 27,
,,,,,,0.708,0.142,  4.09, 4.00,0.000, 51,  18, 30,
,,0.000,0.000,126,0.000,0.013,0.007,  5.24, 5.07,0.000, -9,  48, 27,
,,,,,,0.074,0.017,  4.85, 4.71,0.000,-18,  63, 27,
,,,,,,0.285,0.052,  4.46, 4.36,0.000,-15,  57, 21,
,,0.907,0.342,9,0.128,0.018,0.008,  5.17, 5.01,0.000,-15,   3, 24,
,,0.011,0.004,62,0.001,0.023,0.009,  5.12, 4.97,0.000,-15, -21, 78,
,,,,,,0.070,0.017,  4.87, 4.73,0.000,-18, -36, 78,
,,,,,,0.964,0.305,  3.77, 3.70,0.000,-27, -39, 69,
,,0.979,0.458,6,0.208,0.026,0.009,  5.10, 4.95,0.000,-30,  36, 51,
,,0.961,0.414,7,0.176,0.034,0.010,  5.04, 4.89,0.000,-30,-102,  0,
,,0.143,0.043,32,0.008,0.050,0.014,  4.95, 4.81,0.000,-12, -51, 24,
,,0.001,0.000,95,0.000,0.051,0.014,  4.95, 4.81,0.000, 45, -63,-15,
,,,,,,0.056,0.014,  4.93, 4.78,0.000, 39, -63, -9,
