set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,16,0.000,0.000,224,0.000,0.000,0.000,  9.89,  Inf,0.000,-27, 45, 24,
,,,,,,0.000,0.000,  8.75,  Inf,0.000,-30, 30, 33,
,,0.000,0.000,143,0.000,0.000,0.000,  9.52,  Inf,0.000,  0,-57, 39,
,,,,,,0.000,0.000,  7.41, 6.97,0.000,  0,-48, 51,
,,,,,,0.006,0.277,  5.42, 5.23,0.000, -9,-69, 45,
,,0.000,0.000,33,0.000,0.000,0.000,  7.48, 7.03,0.000, 36, 39,-18,
,,,,,,0.000,0.003,  6.53, 6.22,0.000, 30, 33,-21,
,,0.000,0.001,18,0.000,0.000,0.000,  7.25, 6.84,0.000,-36, 33,-21,
,,0.000,0.000,27,0.000,0.000,0.001,  6.81, 6.46,0.000, 18, 21,-12,
,,,,,,0.003,0.168,  5.54, 5.35,0.000,  9, 21,-12,
,,0.000,0.000,28,0.000,0.000,0.001,  6.80, 6.45,0.000, -3, 24, 33,
,,0.000,0.005,12,0.002,0.000,0.030,  6.02, 5.77,0.000,-18,  3, 69,
,,0.002,0.048,5,0.029,0.002,0.123,  5.67, 5.46,0.000, 39,-15, 42,
,,0.001,0.031,7,0.012,0.002,0.123,  5.66, 5.45,0.000,-30, -6, 63,
,,0.001,0.040,6,0.019,0.002,0.137,  5.62, 5.41,0.000, 27,  3, 63,
,,0.000,0.003,14,0.001,0.003,0.153,  5.58, 5.38,0.000, 24, 42, 27,
,,,,,,0.026,0.583,  5.10, 4.94,0.000, 27, 51, 27,
,,0.002,0.048,5,0.029,0.006,0.282,  5.40, 5.22,0.000, 51, 42, 18,
,,0.002,0.048,5,0.029,0.011,0.419,  5.28, 5.10,0.000, -6,-87,-18,
,,0.000,0.005,12,0.002,0.012,0.419,  5.26, 5.09,0.000, 63,  3, 24,
,,,,,,0.016,0.477,  5.20, 5.04,0.000, 66, -6, 27,
,,0.001,0.040,6,0.019,0.015,0.458,  5.22, 5.05,0.000, 51,-12, 39,
,,0.002,0.048,5,0.029,0.022,0.560,  5.14, 4.98,0.000,-51,-57, 42,
