set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,12,0.035,0.083,22,0.021,0.000,0.000,  6.28, 6.00,0.000,-12,-69,30,
,,0.035,0.083,22,0.021,0.000,0.000,  6.10, 5.85,0.000,-18,-57,21,
,,0.000,0.005,70,0.000,0.000,0.000,  5.87, 5.64,0.000,  0, 36,18,
,,0.008,0.046,36,0.005,0.000,0.002,  5.39, 5.21,0.000, -3,-27,24,
,,,,,,0.106,0.137,  4.04, 3.96,0.000,  6,-18,24,
,,,,,,0.246,0.278,  3.76, 3.69,0.000, -3,-15,27,
,,0.020,0.078,27,0.012,0.001,0.002,  5.31, 5.13,0.000,-36,-63,51,
,,0.211,0.308,8,0.138,0.001,0.002,  5.25, 5.08,0.000,  6,-45,18,
,,0.120,0.214,12,0.075,0.014,0.025,  4.61, 4.49,0.000, 15,-48, 9,
,,,,,,0.615,0.654,  3.35, 3.30,0.000, 15,-48,18,
,,0.284,0.326,6,0.195,0.033,0.054,  4.38, 4.28,0.000,-24, 42,36,
,,0.245,0.326,7,0.164,0.040,0.058,  4.34, 4.24,0.000,-12,-51, 9,
,,0.071,0.144,16,0.043,0.127,0.153,  3.99, 3.91,0.000, 15,-63,27,
,,,,,,0.316,0.333,  3.66, 3.60,0.000,  9,-72,30,
,,0.211,0.308,8,0.138,0.162,0.186,  3.91, 3.83,0.000, 42,-78,42,
,,0.284,0.326,6,0.195,0.433,0.447,  3.53, 3.48,0.000, 15,-57,24,
