set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,12,0.000,0.000,198,0.000,0.000,0.000,  9.32,  Inf,0.000,-51, 18, 24,
,,,,,,0.000,0.000,  9.22,  Inf,0.000,-42,  3, 30,
,,,,,,0.000,0.004,  6.77, 6.43,0.000,-36, 15, 24,
,,0.000,0.000,33,0.000,0.000,0.000,  7.55, 7.09,0.000,-48, 15, -6,
,,0.000,0.000,28,0.000,0.000,0.000,  7.45, 7.01,0.000, 33, -6, 66,
,,0.000,0.000,19,0.000,0.000,0.000,  7.38, 6.94,0.000,-33, -6, 63,
,,,,,,0.000,0.023,  6.39, 6.10,0.000,-42, -6, 57,
,,0.000,0.000,26,0.000,0.000,0.003,  6.92, 6.56,0.000, 24,-66, 36,
,,0.000,0.000,44,0.000,0.000,0.003,  6.91, 6.54,0.000, 36,  6, 30,
,,,,,,0.000,0.004,  6.78, 6.44,0.000, 51, 18, 27,
,,0.000,0.000,14,0.000,0.000,0.020,  6.44, 6.14,0.000,-12,-78, 39,
,,,,,,0.000,0.047,  6.21, 5.94,0.000,-21,-75, 39,
,,0.000,0.010,6,0.008,0.000,0.035,  6.29, 6.01,0.000,  0, 12, 57,
,,0.000,0.003,9,0.002,0.000,0.060,  6.15, 5.89,0.000,-24,-69, 27,
,,0.000,0.000,22,0.000,0.000,0.101,  6.03, 5.78,0.000,  9, 63,-12,
,,,,,,0.000,0.105,  6.00, 5.76,0.000,  0, 57,-15,
,,0.000,0.007,7,0.004,0.000,0.112,  5.98, 5.73,0.000,-30,-51, 33,
,,0.000,0.010,6,0.008,0.001,0.298,  5.74, 5.53,0.000,  3,-27, 66,
