set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,7,0.000,0.003,14,0.001,0.000,0.000,  7.28, 6.86,0.000, 51, 42, 21,
,,0.000,0.002,17,0.000,0.000,0.024,  6.29, 6.01,0.000, 42,-66, 48,
,,0.000,0.000,32,0.000,0.000,0.026,  6.20, 5.93,0.000,-15,  3, -9,
,,,,,,0.004,0.259,  5.47, 5.28,0.000, -9, 12, -9,
,,,,,,0.005,0.259,  5.44, 5.26,0.000,-24, -6, -6,
,,0.000,0.000,50,0.000,0.000,0.040,  6.05, 5.80,0.000,-33,  3,-45,
,,,,,,0.000,0.045,  5.98, 5.73,0.000,-24, -9,-45,
,,0.000,0.004,13,0.001,0.002,0.167,  5.66, 5.45,0.000, 15,  9, -9,
,,0.001,0.067,5,0.028,0.003,0.259,  5.52, 5.33,0.000, 24, 63, 24,
,,0.001,0.050,6,0.017,0.007,0.284,  5.36, 5.18,0.000, -6,-54, 69,
