set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,14,0.000,0.000,17,0.000,0.000,0.002,  6.99, 6.62,0.000, 42,-69,-30,
,,0.000,0.000,27,0.000,0.000,0.002,  6.84, 6.48,0.000, 45, 30, 15,
,,0.000,0.000,21,0.000,0.000,0.006,  6.60, 6.28,0.000,  3, 24, 48,
,,0.000,0.000,52,0.000,0.000,0.007,  6.46, 6.16,0.000, -9,-60, 15,
,,,,,,0.000,0.041,  5.95, 5.71,0.000,-21,-66, 18,
,,,,,,0.006,0.262,  5.41, 5.23,0.000,-24,-75, 21,
,,0.000,0.002,13,0.000,0.000,0.007,  6.46, 6.16,0.000,-42,  0, 27,
,,0.000,0.007,9,0.002,0.000,0.007,  6.43, 6.13,0.000,  6, 60, 36,
,,0.000,0.000,22,0.000,0.000,0.011,  6.30, 6.02,0.000,-51, 36, 12,
,,0.000,0.003,11,0.001,0.000,0.013,  6.23, 5.96,0.000, 45, 18, 27,
,,0.000,0.000,22,0.000,0.000,0.031,  6.03, 5.78,0.000,  9,-57,  9,
,,0.001,0.019,6,0.010,0.001,0.056,  5.86, 5.63,0.000, 12,  3,  6,
,,0.000,0.013,7,0.006,0.002,0.128,  5.66, 5.45,0.000, 33, 21,-24,
,,0.000,0.010,8,0.004,0.004,0.194,  5.52, 5.33,0.000, 33, -9, 66,
,,0.000,0.013,7,0.006,0.005,0.254,  5.44, 5.26,0.000,-60,-45, 15,
,,0.000,0.013,7,0.006,0.025,0.587,  5.12, 4.96,0.000, 33, 12, 33,
