set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,9,0.000,0.000,15,0.000,0.000,0.008,  6.99, 6.62,0.000, 42,-69,-30,
,,0.000,0.000,15,0.000,0.000,0.009,  6.84, 6.48,0.000, 45, 30, 15,
,,0.000,0.001,12,0.000,0.000,0.021,  6.60, 6.28,0.000,  3, 24, 48,
,,0.000,0.000,25,0.000,0.000,0.025,  6.46, 6.16,0.000, -9,-60, 15,
,,,,,,0.000,0.157,  5.95, 5.71,0.000,-21,-66, 18,
,,0.000,0.012,5,0.008,0.000,0.025,  6.46, 6.16,0.000,-42,  0, 27,
,,0.000,0.012,5,0.008,0.000,0.025,  6.43, 6.13,0.000,  6, 60, 36,
,,0.000,0.001,10,0.000,0.000,0.041,  6.30, 6.02,0.000,-51, 36, 12,
,,0.000,0.008,6,0.004,0.000,0.050,  6.23, 5.96,0.000, 45, 18, 27,
,,0.000,0.005,7,0.002,0.000,0.119,  6.03, 5.78,0.000,  9,-57,  9,
