set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,38,0.000,0.000,695,0.000,0.000,0.000,  9.91,  Inf,0.000,-39, -63, 48,
,,,,,,0.000,0.000,  8.13, 7.57,0.000,-48, -69, 21,
,,,,,,0.000,0.000,  7.80, 7.29,0.000,-45, -63, 30,
,,0.000,0.000,484,0.000,0.000,0.000,  8.04, 7.49,0.000, -3,  42, 24,
,,,,,,0.000,0.000,  6.50, 6.19,0.000, -6,  60, 18,
,,,,,,0.000,0.000,  6.27, 5.99,0.000,-33,  45, 18,
,,0.000,0.000,443,0.000,0.000,0.000,  8.02, 7.47,0.000,-36,  18, 48,
,,,,,,0.000,0.000,  6.59, 6.27,0.000, -9,  36, 54,
,,,,,,0.000,0.000,  6.20, 5.93,0.000,-21,  24, 54,
,,0.000,0.000,287,0.000,0.000,0.000,  7.78, 7.28,0.000, 42, -66, 45,
,,,,,,0.027,0.008,  5.10, 4.94,0.000, 48, -60, 30,
,,,,,,0.413,0.072,  4.40, 4.29,0.000, 54, -48, 45,
,,0.000,0.000,421,0.000,0.000,0.000,  7.12, 6.73,0.000,-57, -24,-21,
,,,,,,0.000,0.000,  6.60, 6.28,0.000,-60, -39,-15,
,,,,,,0.005,0.002,  5.45, 5.26,0.000,-57, -12,-24,
,,0.002,0.001,72,0.000,0.000,0.000,  6.93, 6.56,0.000, -6, -36,  3,
,,0.000,0.000,234,0.000,0.000,0.000,  6.22, 5.95,0.000, 21, -63,-18,
,,,,,,0.001,0.001,  5.80, 5.57,0.000, -3, -75,-15,
,,,,,,0.106,0.021,  4.80, 4.67,0.000,  3, -96,-12,
,,0.001,0.000,85,0.000,0.000,0.000,  6.11, 5.85,0.000, 60,   0,  9,
,,,,,,0.816,0.175,  4.06, 3.97,0.000, 63,  15, 15,
,,0.000,0.000,98,0.000,0.001,0.001,  5.79, 5.57,0.000,  6, -66, 33,
