set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.677,4,0.825,0.436,11,0.092,0.490,0.321,  4.27, 4.18,0.000, 21,-36, 51,
,,0.979,0.458,6,0.204,0.993,0.869,  3.64, 3.58,0.000,  0, 15,-18,
,,0.936,0.436,8,0.145,0.996,0.869,  3.61, 3.55,0.000,-12,-87,  6,
,,0.936,0.436,8,0.145,1.000,0.981,  3.32, 3.27,0.001,-33,-84,-30,
