set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,47,0.000,0.000,311,0.000,0.000,0.000,  9.79,  Inf,0.000,-51,-60, 12,
,,,,,,0.946,0.295,  3.82, 3.75,0.000,-57,-54, 27,
,,0.000,0.000,115,0.000,0.000,0.000,  7.39, 6.96,0.000,  9, 15, 66,
,,0.003,0.001,78,0.000,0.000,0.000,  6.70, 6.37,0.000, 57,-24, -9,
,,,,,,1.000,0.877,  3.20, 3.16,0.001, 45,-36, -3,
,,0.000,0.000,119,0.000,0.000,0.000,  6.30, 6.02,0.000,  0, 48, 27,
,,0.000,0.000,130,0.000,0.002,0.004,  5.60, 5.39,0.000, 48, 12, -3,
,,,,,,0.033,0.018,  5.05, 4.90,0.000, 42, 33, -3,
,,,,,,0.109,0.039,  4.75, 4.63,0.000, 39, 24,  0,
,,0.038,0.012,46,0.002,0.005,0.006,  5.46, 5.27,0.000,-57,-39, -6,
,,0.000,0.000,125,0.000,0.005,0.006,  5.43, 5.25,0.000,  9, 36,-21,
,,,,,,0.113,0.039,  4.74, 4.62,0.000,-12, 45,-24,
,,,,,,0.159,0.043,  4.65, 4.53,0.000, 21, 39,-21,
,,0.000,0.000,131,0.000,0.006,0.006,  5.42, 5.24,0.000, 54,-48, 42,
,,,,,,0.098,0.039,  4.78, 4.65,0.000, 54,-48, 30,
,,,,,,0.136,0.043,  4.69, 4.57,0.000, 45,-57, 24,
,,0.000,0.000,149,0.000,0.007,0.006,  5.37, 5.19,0.000, 12,-57, 33,
,,,,,,0.023,0.015,  5.13, 4.97,0.000,-15,-60, 24,
,,,,,,0.174,0.043,  4.62, 4.50,0.000, -9,-51, 36,
,,0.086,0.023,37,0.005,0.016,0.012,  5.20, 5.04,0.000, 54, 15, 27,
,,0.103,0.026,35,0.006,0.084,0.039,  4.82, 4.69,0.000,-42,  9,-21,
,,0.003,0.001,78,0.000,0.105,0.039,  4.76, 4.63,0.000,-33, 15, 42,
,,,,,,0.146,0.043,  4.67, 4.55,0.000,-33, 21, 36,
,,,,,,0.991,0.367,  3.66, 3.59,0.000,-45,  9, 42,
,,0.086,0.023,37,0.005,0.111,0.039,  4.75, 4.62,0.000, 63,-51,-12,
,,0.113,0.027,34,0.006,0.131,0.043,  4.70, 4.58,0.000, -3,-69,-36,
,,,,,,0.894,0.261,  3.90, 3.83,0.000,  6,-66,-45,
,,0.003,0.001,78,0.000,0.156,0.043,  4.65, 4.53,0.000,-54, 15, 12,
,,,,,,0.324,0.071,  4.43, 4.32,0.000,-51, 12,  0,
