set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.150,0.035,31,0.009,0.158,0.043,  4.65, 4.53,0.000, 63, -3,-12,
,,0.035,0.012,47,0.002,0.170,0.043,  4.63, 4.51,0.000,  3,-33,  3,
,,,,,,0.797,0.210,  4.01, 3.93,0.000, 12,-33,  9,
,,0.867,0.228,10,0.107,0.288,0.071,  4.46, 4.36,0.000,-54,-15,-42,
,,0.013,0.005,59,0.001,0.296,0.071,  4.45, 4.35,0.000,-18,-48, 54,
,,,,,,0.636,0.153,  4.15, 4.06,0.000,-33,-57, 57,
,,,,,,0.960,0.317,  3.79, 3.72,0.000,-30,-54, 48,
,,0.181,0.041,29,0.011,0.307,0.071,  4.44, 4.34,0.000, 24, 36, 33,
,,,,,,0.998,0.438,  3.56, 3.50,0.000, 24, 24, 33,
,,0.904,0.239,9,0.124,0.323,0.071,  4.43, 4.32,0.000,-30,-33,-33,
,,0.290,0.061,24,0.018,0.388,0.087,  4.36, 4.26,0.000,  9,-78,-18,
,,,,,,1.000,0.802,  3.26, 3.22,0.001, 18,-66,-21,
,,0.219,0.048,27,0.013,0.492,0.113,  4.27, 4.17,0.000,-12,  0, 72,
,,0.349,0.073,22,0.023,0.532,0.124,  4.24, 4.14,0.000,-12, 57,-18,
,,0.457,0.096,19,0.032,0.559,0.130,  4.21, 4.12,0.000, 45,-15,-36,
,,0.498,0.104,18,0.036,0.661,0.159,  4.13, 4.04,0.000, -9, 63, -3,
,,0.825,0.215,11,0.092,0.671,0.160,  4.12, 4.04,0.000, 18, 45,  6,
,,0.290,0.061,24,0.018,0.720,0.175,  4.08, 4.00,0.000, 18,-69,-36,
,,0.457,0.096,19,0.032,0.736,0.179,  4.07, 3.99,0.000,  9, 39, 54,
,,,,,,0.963,0.319,  3.78, 3.71,0.000,  9, 33, 48,
,,0.867,0.228,10,0.107,0.835,0.223,  3.98, 3.90,0.000,  9, 63, -3,
,,0.979,0.348,6,0.204,0.835,0.223,  3.97, 3.90,0.000, 27,-42,-51,
,,0.990,0.400,5,0.244,0.856,0.231,  3.95, 3.88,0.000, 33, 63,-12,
,,0.732,0.179,13,0.070,0.897,0.261,  3.90, 3.83,0.000,-18,-72,-42,
,,0.904,0.239,9,0.124,0.910,0.264,  3.88, 3.81,0.000, 48,-63,  0,
,,0.904,0.239,9,0.124,0.912,0.264,  3.88, 3.81,0.000, -9, 24, 63,
,,0.825,0.215,11,0.092,0.931,0.285,  3.85, 3.78,0.000,-15,-45, 69,
,,0.961,0.314,7,0.171,0.934,0.285,  3.84, 3.77,0.000,-51, -6,-24,
,,0.979,0.348,6,0.204,0.945,0.295,  3.82, 3.75,0.000, -3,  6,-27,
,,0.045,0.014,44,0.002,0.958,0.316,  3.79, 3.73,0.000, 33,  3, 54,
,,,,,,0.992,0.367,  3.65, 3.59,0.000, 45,  0, 48,
,,0.990,0.400,5,0.244,0.968,0.327,  3.76, 3.70,0.000, 60,  6,  0,
,,0.825,0.215,11,0.092,0.971,0.327,  3.76, 3.69,0.000, 30,  9,-18,
,,0.587,0.129,16,0.047,0.975,0.336,  3.74, 3.68,0.000,  3,-66,-21,
,,,,,,0.999,0.508,  3.50, 3.44,0.000,  6,-54,-21,
,,0.732,0.179,13,0.070,0.976,0.336,  3.74, 3.67,0.000,-42,-39,-27,
,,0.979,0.348,6,0.204,0.980,0.341,  3.72, 3.66,0.000,-27,  9,-39,
,,0.867,0.228,10,0.107,0.985,0.357,  3.70, 3.63,0.000, 57,-12,  3,
,,0.904,0.239,9,0.124,0.987,0.361,  3.68, 3.62,0.000, 30, -9,-51,
,,0.961,0.314,7,0.171,0.997,0.433,  3.58, 3.52,0.000,  3,-90,-27,
