set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.635,0.136,15,0.053,0.307,0.073,  4.44, 4.34,0.000, 45, 24,-33,
,,0.318,0.075,23,0.020,0.332,0.074,  4.42, 4.31,0.000,-39, 27, 24,
,,,,,,0.970,0.288,  3.76, 3.69,0.000,-48, 36, 18,
,,0.264,0.075,25,0.016,0.425,0.091,  4.33, 4.23,0.000, -6,  3,-15,
,,,,,,0.641,0.123,  4.15, 4.06,0.000,-21,  9,-12,
,,0.457,0.095,19,0.032,0.437,0.092,  4.32, 4.22,0.000,-30,-81,-36,
,,0.136,0.044,32,0.008,0.458,0.096,  4.30, 4.20,0.000,-39, 36, 42,
,,0.635,0.136,15,0.053,0.466,0.096,  4.29, 4.19,0.000, 69,-51, 12,
,,0.635,0.136,15,0.053,0.479,0.097,  4.28, 4.18,0.000, -6, 18, 45,
,,0.779,0.186,12,0.080,0.513,0.105,  4.25, 4.16,0.000, -9,-45, -9,
,,0.418,0.091,20,0.029,0.564,0.118,  4.21, 4.12,0.000,-27, 30,-15,
,,,,,,0.814,0.175,  4.00, 3.92,0.000,-24, 27,-24,
,,0.990,0.386,5,0.244,0.594,0.119,  4.19, 4.10,0.000,-39, -6, 66,
,,0.290,0.075,24,0.018,0.647,0.123,  4.14, 4.06,0.000, -3,-18,-24,
,,0.136,0.044,32,0.008,0.685,0.131,  4.11, 4.03,0.000,-15, 15,  0,
,,,,,,0.999,0.485,  3.51, 3.46,0.000, -6, 18, -9,
,,0.904,0.265,9,0.124,0.699,0.134,  4.10, 4.02,0.000, 72,-42,  3,
,,0.587,0.132,16,0.047,0.774,0.160,  4.03, 3.95,0.000,-36, 45,  6,
,,0.349,0.075,22,0.023,0.783,0.162,  4.03, 3.95,0.000,-48, -3, 15,
,,0.936,0.295,8,0.145,0.861,0.195,  3.95, 3.87,0.000,-39,  0, 63,
,,,,,,0.962,0.276,  3.78, 3.72,0.000,-42, 12, 60,
,,,,,,1.000,0.748,  3.30, 3.25,0.001,-36, 18, 60,
,,0.936,0.295,8,0.145,0.893,0.205,  3.91, 3.83,0.000, 33,-81,-39,
,,0.961,0.315,7,0.171,0.895,0.205,  3.90, 3.83,0.000,-27,  0, 15,
,,0.961,0.315,7,0.171,0.914,0.218,  3.88, 3.80,0.000,-18,-75, 42,
,,0.825,0.208,11,0.092,0.944,0.253,  3.82, 3.75,0.000, 48,-18, 12,
,,0.979,0.357,6,0.204,0.960,0.276,  3.79, 3.72,0.000, 33,-27,-21,
,,0.961,0.315,7,0.171,0.966,0.282,  3.77, 3.70,0.000,-24,-30,-15,
,,0.961,0.315,7,0.171,0.974,0.295,  3.75, 3.68,0.000, 36,-63,-48,
,,0.904,0.265,9,0.124,0.980,0.308,  3.72, 3.66,0.000,  3, 27, 30,
,,0.990,0.386,5,0.244,0.986,0.331,  3.69, 3.63,0.000,  9,-78, 54,
,,0.990,0.386,5,0.244,0.997,0.430,  3.58, 3.52,0.000,-54,-42,  6,
,,0.990,0.386,5,0.244,0.998,0.461,  3.55, 3.49,0.000, 51, 24,-18,
,,0.990,0.386,5,0.244,1.000,0.507,  3.48, 3.43,0.000,-27, 12,  0,
,,0.979,0.357,6,0.204,1.000,0.682,  3.36, 3.31,0.000,  3, 15, 27,
