"","lower","est.","upper"
"(Intercept)",-0.0210691794674444,-0.0187384061800201,-0.0164076328925959
"stimulusPain",0.00282104326355998,0.00406176127671326,0.00530247928986655
"conditionSleepDeprived",-0.00569370717727404,-0.00294444318623732,-0.00019517919520059
"stimulusPain:conditionSleepDeprived",-0.0016391169424966,0.000842619770586352,0.0033243564836693
