"","lower","est.","upper"
"(Intercept)",-0.011454476456547,-0.0096535450617795,-0.00785261366701199
"stimulusPain",0.00237991612540307,0.00376810826384505,0.00515630040228702
"conditionSleepDeprived",-0.0047232287978161,-0.00201319967338118,0.000696829451053741
"AgeGroupOld",0.00147052070005486,0.00513300139157464,0.00879548208309441
"stimulusPain:conditionSleepDeprived",-0.00185789626756191,0.00092044762988535,0.00369879152733261
"stimulusPain:AgeGroupOld",-0.00420353060098391,-0.00142714632409998,0.00134923795278396
"conditionSleepDeprived:AgeGroupOld",-0.00255882883513632,0.00286122941373356,0.00828128766260343
"stimulusPain:conditionSleepDeprived:AgeGroupOld",-0.00612615438629052,-0.00056946659139601,0.00498722120349849
